bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D4_sigma (nb/Gev^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,link
,,1.937,0.604,0.215,,172.5,,,,,,0.0511464,0.0202857,0.0202857,0.0030958,0.0030958,
,,1.937,0.604,0.215,,187.5,,,,,,0.00234716,0.00157308,0.00157308,0.00163464,0.00163464,
,,1.936,0.604,0.215,,217.7,,,,,,0.0131243,0.00228563,0.00228563,0.00234301,0.00234301,
,,1.936,0.604,0.215,,232.8,,,,,,0.0170695,0.0026842,0.0026842,0.00260473,0.00260473,
,,1.935,0.604,0.215,,247.8,,,,,,0.0268295,0.00388834,0.00388834,0.0072927,0.0072927,
,,1.934,0.604,0.215,,262.9,,,,,,0.0370549,0.00404257,0.00404257,0.00408148,0.00408148,
,,1.933,0.604,0.215,,278,,,,,,0.0418602,0.00364311,0.00364311,0.00350019,0.00350019,
,,1.932,0.604,0.215,,293.1,,,,,,0.061127,0.00440777,0.00440777,0.00542267,0.00542267,
,,1.93,0.604,0.215,,308.3,,,,,,0.130651,0.00889226,0.00889226,0.0102679,0.0102679,
,,1.923,0.608,0.215,,323.1,,,,,,0.211618,0.0137257,0.0137257,0.0123431,0.0123431,
,,1.921,0.892,0.215,,23,,,,,,0.123893,0.0102561,0.0102561,0.00790423,0.00790423,
,,1.925,0.862,0.215,,36.6,,,,,,0.0681213,0.00376452,0.00376452,0.00415913,0.00415913,
,,1.929,0.865,0.215,,51.8,,,,,,0.029555,0.00196424,0.00196424,0.00218773,0.00218773,
,,1.931,0.866,0.215,,66.9,,,,,,0.023907,0.00228061,0.00228061,0.00179724,0.00179724,
,,1.933,0.866,0.215,,82,,,,,,0.0137905,0.00181492,0.00181492,0.00173993,0.00173993,
,,1.934,0.866,0.215,,97.1,,,,,,0.0178418,0.00307281,0.00307281,0.0018399,0.0018399,
,,1.935,0.866,0.215,,112.2,,,,,,0.0122252,0.00219944,0.00219944,0.00237761,0.00237761,
,,1.936,0.866,0.215,,127.2,,,,,,0.00744138,0.00215955,0.00215955,0.00251945,0.00251945,
,,1.937,0.865,0.215,,202.6,,,,,,0.00371937,0.00341023,0.00341023,0.00106794,0.00106794,
,,1.937,0.866,0.215,,217.7,,,,,,0.00663648,0.00321867,0.00321867,0.000838316,0.000838316,
,,1.936,0.866,0.215,,232.8,,,,,,0.00571052,0.00220163,0.00220163,0.00223976,0.00223976,
,,1.935,0.866,0.215,,247.8,,,,,,0.0197299,0.00583157,0.00583157,0.00154448,0.00154448,
,,1.934,0.866,0.215,,262.9,,,,,,0.014146,0.00212142,0.00212142,0.0015958,0.0015958,
,,1.933,0.866,0.215,,278,,,,,,0.0173678,0.00202116,0.00202116,0.00164777,0.00164777,
,,1.931,0.866,0.215,,293.1,,,,,,0.0160338,0.00139339,0.00139339,0.00188862,0.00188862,
,,1.929,0.865,0.215,,308.2,,,,,,0.044306,0.00381493,0.00381493,0.00329109,0.00329109,
,,1.925,0.862,0.215,,323.4,,,,,,0.0695941,0.00426987,0.00426987,0.00519049,0.00519049,
,,1.921,0.892,0.215,,337,,,,,,0.107009,0.00675553,0.00675553,0.0247287,0.0247287,
,,1.917,1.362,0.216,,7.2,,,,,,0.0209957,0.001465,0.001465,0.0015814,0.0015814,
,,1.92,1.371,0.216,,21.9,,,,,,0.0148583,0.00122253,0.00122253,0.00100988,0.00100988,
,,1.927,1.382,0.215,,51.8,,,,,,0.00638261,0.000748031,0.000748031,0.000585715,0.000585715,
,,1.931,1.384,0.215,,66.9,,,,,,0.00558103,0.000983309,0.000983309,0.00072716,0.00072716,
,,1.933,1.384,0.215,,82,,,,,,0.00537137,0.00129955,0.00129955,0.000448396,0.000448396,
,,1.934,1.384,0.215,,97.1,,,,,,0.00227916,0.00091629,0.00091629,0.000132897,0.000132897,
,,1.934,1.384,0.215,,262.9,,,,,,0.0024793,0.00135737,0.00135737,0.000235485,0.000235485,
,,1.933,1.384,0.215,,278,,,,,,0.00211954,0.000385463,0.000385463,0.000340192,0.000340192,
,,1.931,1.384,0.215,,293.1,,,,,,0.00553967,0.000893081,0.000893081,0.000596842,0.000596842,
,,1.927,1.382,0.215,,308.2,,,,,,0.00794383,0.00114037,0.00114037,0.00113209,0.00113209,
,,1.924,1.378,0.216,,323.2,,,,,,0.0135789,0.00156433,0.00156433,0.000957928,0.000957928,
,,1.92,1.371,0.216,,338.1,,,,,,0.0140866,0.00101302,0.00101302,0.0013047,0.0013047,
,,1.917,1.362,0.216,,352.8,,,,,,0.026505,0.00162822,0.00162822,0.0212356,0.0212356,
,,1.843,0.11,0.243,,7.4,,,,,,0.893222,0.0554985,0.0554985,0.0639195,0.0639195,
,,1.843,0.11,0.244,,22.3,,,,,,0.930084,0.0525863,0.0525863,0.0563018,0.0563018,
,,1.844,0.11,0.244,,37.3,,,,,,0.717814,0.0399065,0.0399065,0.0443729,0.0443729,
,,1.844,0.11,0.244,,52.2,,,,,,0.76956,0.0589861,0.0589861,0.062815,0.062815,
,,1.845,0.109,0.244,,67.2,,,,,,0.443319,0.0419932,0.0419932,0.0387551,0.0387551,
,,1.846,0.109,0.244,,82.2,,,,,,0.36014,0.0443356,0.0443356,0.0229134,0.0229134,
,,1.847,0.109,0.244,,97.2,,,,,,0.331225,0.0324419,0.0324419,0.0248523,0.0248523,
,,1.847,0.109,0.244,,112.3,,,,,,0.229885,0.0208435,0.0208435,0.016449,0.016449,
,,1.848,0.109,0.244,,127.3,,,,,,0.157032,0.0205092,0.0205092,0.0123267,0.0123267,
,,1.849,0.109,0.244,,142.3,,,,,,0.0581925,0.0154364,0.0154364,0.00370391,0.00370391,
,,1.849,0.109,0.244,,157.4,,,,,,0.0876001,0.0176938,0.0176938,0.00592704,0.00592704,
,,1.85,0.109,0.244,,172.5,,,,,,0.0329614,0.0121705,0.0121705,0.00212287,0.00212287,
,,1.85,0.109,0.244,,187.5,,,,,,0.0145562,0.0118538,0.0118538,0.00255143,0.00255143,
,,1.849,0.109,0.244,,202.6,,,,,,0.0781407,0.0139115,0.0139115,0.00825838,0.00825838,
,,1.849,0.109,0.244,,217.7,,,,,,0.0857628,0.0128166,0.0128166,0.0240663,0.0240663,
,,1.847,0.109,0.244,,247.7,,,,,,0.169332,0.017878,0.017878,0.0141486,0.0141486,
,,1.847,0.109,0.244,,262.8,,,,,,0.239465,0.019874,0.019874,0.0191308,0.0191308,
,,1.846,0.109,0.244,,277.8,,,,,,0.435714,0.0396215,0.0396215,0.0332987,0.0332987,
,,1.845,0.109,0.244,,292.8,,,,,,0.575452,0.0583246,0.0583246,0.0394651,0.0394651,
,,1.844,0.11,0.244,,307.8,,,,,,0.674485,0.0485449,0.0485449,0.0516672,0.0516672,
,,1.844,0.11,0.244,,322.7,,,,,,0.811606,0.0448927,0.0448927,0.0514363,0.0514363,
,,1.843,0.11,0.244,,337.7,,,,,,0.841298,0.0424235,0.0424235,0.0541917,0.0541917,
,,1.843,0.11,0.243,,352.6,,,,,,0.860677,0.0460414,0.0460414,0.0537822,0.0537822,
,,1.844,0.155,0.244,,7.4,,,,,,1.00181,0.0426373,0.0426373,0.0816565,0.0816565,
,,1.845,0.154,0.244,,37.2,,,,,,0.748021,0.0310242,0.0310242,0.0465618,0.0465618,
,,1.846,0.154,0.244,,52.1,,,,,,0.588855,0.0277971,0.0277971,0.0359445,0.0359445,
,,1.846,0.154,0.244,,67.1,,,,,,0.370846,0.0233879,0.0233879,0.0260379,0.0260379,
,,1.847,0.153,0.244,,82.1,,,,,,0.391605,0.0376087,0.0376087,0.0305241,0.0305241,
,,1.848,0.153,0.244,,97.2,,,,,,0.285151,0.0242074,0.0242074,0.02327,0.02327,
,,1.848,0.153,0.244,,112.2,,,,,,0.191532,0.0152418,0.0152418,0.0159044,0.0159044,
,,1.849,0.153,0.244,,127.3,,,,,,0.123298,0.0122099,0.0122099,0.00798608,0.00798608,
,,1.849,0.153,0.244,,142.3,,,,,,0.101559,0.0139184,0.0139184,0.0108575,0.0108575,
,,1.85,0.153,0.244,,157.4,,,,,,0.0826148,0.00958607,0.00958607,0.00682034,0.00682034,
,,1.85,0.153,0.244,,187.5,,,,,,0.085492,0.0157938,0.0157938,0.00937677,0.00937677,
,,1.85,0.153,0.244,,202.6,,,,,,0.180032,0.022921,0.022921,0.0284071,0.0284071,
,,1.849,0.153,0.244,,217.7,,,,,,0.109343,0.0116336,0.0116336,0.00939986,0.00939986,
,,1.849,0.153,0.244,,232.7,,,,,,0.134122,0.0166483,0.0166483,0.0246627,0.0246627,
,,1.848,0.153,0.244,,247.8,,,,,,0.182668,0.0172459,0.0172459,0.0154939,0.0154939,
,,1.848,0.153,0.244,,262.8,,,,,,0.298544,0.0224342,0.0224342,0.0192478,0.0192478,
,,1.847,0.153,0.244,,277.9,,,,,,0.338813,0.0228972,0.0228972,0.0214263,0.0214263,
,,1.846,0.154,0.244,,292.9,,,,,,0.352318,0.0231786,0.0231786,0.0240668,0.0240668,
,,1.846,0.154,0.244,,307.9,,,,,,0.680724,0.0382102,0.0382102,0.0616638,0.0616638,
,,1.845,0.154,0.244,,322.8,,,,,,0.767843,0.0329835,0.0329835,0.0526238,0.0526238,
,,1.845,0.155,0.244,,337.7,,,,,,0.914767,0.033514,0.033514,0.0581036,0.0581036,
,,1.844,0.155,0.244,,352.6,,,,,,1.00092,0.0385855,0.0385855,0.0665284,0.0665284,
,,1.845,0.205,0.244,,7.4,,,,,,0.835253,0.0459009,0.0459009,0.0543163,0.0543163,
,,1.845,0.205,0.244,,22.1,,,,,,0.927743,0.0408474,0.0408474,0.0547525,0.0547525,
,,1.846,0.204,0.244,,37,,,,,,0.526343,0.022474,0.022474,0.0318339,0.0318339,
,,1.846,0.204,0.244,,52,,,,,,0.392679,0.0194292,0.0194292,0.0236017,0.0236017,
,,1.847,0.204,0.244,,67.1,,,,,,0.317747,0.0213536,0.0213536,0.0227294,0.0227294,
,,1.847,0.203,0.244,,82.1,,,,,,0.264131,0.0247026,0.0247026,0.0293117,0.0293117,
,,1.848,0.203,0.244,,97.1,,,,,,0.195903,0.0186411,0.0186411,0.0180914,0.0180914,
,,1.849,0.203,0.244,,112.2,,,,,,0.160309,0.0149276,0.0149276,0.0120321,0.0120321,
,,1.849,0.203,0.244,,127.3,,,,,,0.127422,0.0153149,0.0153149,0.00903035,0.00903035,
,,1.85,0.203,0.244,,157.4,,,,,,0.0770113,0.0135983,0.0135983,0.00545815,0.00545815,
,,1.85,0.203,0.244,,172.5,,,,,,0.0577768,0.00868299,0.00868299,0.00533774,0.00533774,
,,1.85,0.203,0.244,,187.5,,,,,,0.0742946,0.0174894,0.0174894,0.015615,0.015615,
,,1.85,0.203,0.244,,202.6,,,,,,0.101583,0.0170861,0.0170861,0.0106245,0.0106245,
,,1.85,0.203,0.244,,217.7,,,,,,0.0815464,0.0108522,0.0108522,0.00589966,0.00589966,
,,1.849,0.203,0.244,,232.7,,,,,,0.0909094,0.0128636,0.0128636,0.00973914,0.00973914,
,,1.849,0.203,0.244,,247.8,,,,,,0.170517,0.020115,0.020115,0.0351696,0.0351696,
,,1.848,0.203,0.244,,262.9,,,,,,0.149518,0.0114367,0.0114367,0.0112715,0.0112715,
,,1.847,0.203,0.244,,277.9,,,,,,0.285865,0.0206707,0.0206707,0.0199742,0.0199742,
,,1.847,0.204,0.244,,292.9,,,,,,0.327628,0.0227625,0.0227625,0.0361576,0.0361576,
,,1.846,0.204,0.244,,308,,,,,,0.531322,0.0324826,0.0324826,0.0350955,0.0350955,
,,1.846,0.204,0.244,,323,,,,,,0.590892,0.0271845,0.0271845,0.0417714,0.0417714,
,,1.845,0.205,0.244,,337.9,,,,,,0.763391,0.0290656,0.0290656,0.0470574,0.0470574,
,,1.845,0.205,0.244,,352.6,,,,,,0.755743,0.0354489,0.0354489,0.0532395,0.0532395,
,,1.835,0.263,0.245,,7.5,,,,,,1.03467,0.053249,0.053249,0.0712726,0.0712726,
,,1.845,0.264,0.244,,22.1,,,,,,0.783032,0.0310876,0.0310876,0.0508372,0.0508372,
,,1.846,0.264,0.244,,36.9,,,,,,0.370262,0.014189,0.014189,0.0245118,0.0245118,
,,1.846,0.263,0.244,,51.9,,,,,,0.288381,0.0137708,0.0137708,0.0197494,0.0197494,
,,1.847,0.263,0.244,,67,,,,,,0.225585,0.0142904,0.0142904,0.0170865,0.0170865,
,,1.848,0.262,0.244,,82,,,,,,0.151068,0.0127158,0.0127158,0.0103423,0.0103423,
,,1.848,0.262,0.244,,97.1,,,,,,0.100014,0.00873064,0.00873064,0.00677334,0.00677334,
,,1.849,0.262,0.244,,112.2,,,,,,0.09523,0.00962604,0.00962604,0.010137,0.010137,
,,1.849,0.262,0.245,,127.2,,,,,,0.0716951,0.00930309,0.00930309,0.00522243,0.00522243,
,,1.85,0.262,0.245,,142.3,,,,,,0.0452858,0.0101691,0.0101691,0.00554937,0.00554937,
,,1.85,0.262,0.245,,157.4,,,,,,0.0453136,0.00908461,0.00908461,0.00647282,0.00647282,
,,1.85,0.262,0.245,,172.5,,,,,,0.0862567,0.0230907,0.0230907,0.0223387,0.0223387,
,,1.85,0.262,0.245,,187.5,,,,,,0.0510274,0.0219017,0.0219017,0.0411214,0.0411214,
,,1.85,0.262,0.245,,202.6,,,,,,0.25624,0.100292,0.100292,0.015098,0.015098,
,,1.85,0.262,0.245,,217.7,,,,,,0.0348059,0.00692524,0.00692524,0.00481409,0.00481409,
,,1.849,0.262,0.245,,232.8,,,,,,0.072042,0.0104715,0.0104715,0.00775628,0.00775628,
,,1.849,0.262,0.244,,247.8,,,,,,0.0958707,0.0110707,0.0110707,0.0125447,0.0125447,
,,1.848,0.262,0.244,,262.9,,,,,,0.129881,0.010151,0.010151,0.00913232,0.00913232,
,,1.848,0.262,0.244,,278,,,,,,0.15873,0.0104777,0.0104777,0.0118879,0.0118879,
,,1.847,0.263,0.244,,293,,,,,,0.195819,0.0129991,0.0129991,0.0141038,0.0141038,
,,1.846,0.263,0.244,,308.1,,,,,,0.30177,0.0170909,0.0170909,0.0210409,0.0210409,
,,1.846,0.264,0.244,,323.1,,,,,,0.431652,0.0180798,0.0180798,0.029968,0.029968,
,,1.845,0.264,0.244,,337.9,,,,,,0.741574,0.0257249,0.0257249,0.0454469,0.0454469,
,,1.835,0.263,0.245,,352.5,,,,,,0.789696,0.03461,0.03461,0.0591036,0.0591036,
,,1.837,0.342,0.245,,22.4,,,,,,0.781051,0.0432314,0.0432314,0.0681627,0.0681627,
,,1.846,0.343,0.244,,36.7,,,,,,0.371332,0.0150171,0.0150171,0.0220005,0.0220005,
,,1.846,0.342,0.244,,51.8,,,,,,0.200144,0.010263,0.010263,0.0130374,0.0130374,
,,1.847,0.341,0.244,,66.9,,,,,,0.135,0.00918419,0.00918419,0.0116916,0.0116916,
,,1.848,0.341,0.244,,82,,,,,,0.106724,0.0103627,0.0103627,0.00733144,0.00733144,
,,1.848,0.341,0.245,,97.1,,,,,,0.104194,0.010497,0.010497,0.0107597,0.0107597,
,,1.849,0.341,0.245,,112.2,,,,,,0.0679713,0.00852081,0.00852081,0.00486833,0.00486833,
,,1.85,0.341,0.245,,127.2,,,,,,0.0381804,0.00630394,0.00630394,0.0128007,0.0128007,
,,1.85,0.34,0.245,,142.3,,,,,,0.0271098,0.0157133,0.0157133,0.0126377,0.0126377,
,,1.85,0.34,0.245,,157.4,,,,,,0.0222582,0.0203346,0.0203346,0.00129786,0.00129786,
,,1.85,0.34,0.245,,202.6,,,,,,0.0444914,0.0241104,0.0241104,0.0201813,0.0201813,
,,1.85,0.34,0.245,,217.7,,,,,,0.0952829,0.0318957,0.0318957,0.00972962,0.00972962,
,,1.85,0.341,0.245,,232.8,,,,,,0.0415875,0.00763666,0.00763666,0.00609474,0.00609474,
,,1.849,0.341,0.245,,247.8,,,,,,0.0945759,0.0152763,0.0152763,0.00769504,0.00769504,
,,1.848,0.341,0.245,,262.9,,,,,,0.0953607,0.00955649,0.00955649,0.00663038,0.00663038,
,,1.848,0.341,0.244,,278,,,,,,0.0988458,0.00750299,0.00750299,0.00736786,0.00736786,
,,1.847,0.341,0.244,,293.1,,,,,,0.142468,0.0100607,0.0100607,0.015674,0.015674,
,,1.846,0.342,0.244,,308.2,,,,,,0.27139,0.017233,0.017233,0.0191696,0.0191696,
,,1.846,0.343,0.244,,323.3,,,,,,0.357976,0.0152461,0.0152461,0.0221725,0.0221725,
,,1.845,0.45,0.244,,36.5,,,,,,0.233539,0.00966697,0.00966697,0.0145066,0.0145066,
,,1.846,0.449,0.244,,51.7,,,,,,0.146507,0.00741094,0.00741094,0.00902462,0.00902462,
,,1.847,0.448,0.244,,66.8,,,,,,0.105277,0.00766696,0.00766696,0.00711758,0.00711758,
,,1.848,0.448,0.245,,82,,,,,,0.0602157,0.00631971,0.00631971,0.00722517,0.00722517,
,,1.848,0.447,0.245,,97.1,,,,,,0.0557121,0.0065851,0.0065851,0.00371847,0.00371847,
,,1.849,0.447,0.245,,112.1,,,,,,0.0391159,0.00633508,0.00633508,0.0044441,0.0044441,
,,1.85,0.447,0.245,,232.8,,,,,,0.0165936,0.00643995,0.00643995,0.00634808,0.00634808,
,,1.849,0.447,0.245,,247.9,,,,,,0.0232402,0.0060191,0.0060191,0.00752806,0.00752806,
,,1.848,0.447,0.245,,262.9,,,,,,0.0335489,0.00391572,0.00391572,0.00396725,0.00396725,
,,1.848,0.448,0.245,,278,,,,,,0.0490947,0.00419203,0.00419203,0.00306679,0.00306679,
,,1.847,0.448,0.244,,293.2,,,,,,0.0756157,0.00566139,0.00566139,0.00569671,0.00569671,
,,1.846,0.449,0.244,,308.3,,,,,,0.155442,0.0101666,0.0101666,0.0100871,0.0100871,
,,1.845,0.45,0.244,,323.5,,,,,,0.249662,0.0110994,0.0110994,0.020568,0.020568,
,,1.844,0.608,0.244,,36.4,,,,,,0.138233,0.00626061,0.00626061,0.00819272,0.00819272,
,,1.845,0.607,0.245,,51.6,,,,,,0.0785702,0.00472713,0.00472713,0.00490455,0.00490455,
,,1.846,0.606,0.245,,66.8,,,,,,0.0345413,0.00271948,0.00271948,0.00232519,0.00232519,
,,1.848,0.605,0.245,,81.9,,,,,,0.0345549,0.00489199,0.00489199,0.00229473,0.00229473,
,,1.848,0.605,0.245,,97,,,,,,0.0176462,0.00387344,0.00387344,0.00232672,0.00232672,
,,1.849,0.605,0.245,,112.1,,,,,,0.0175086,0.00552311,0.00552311,0.00102092,0.00102092,
,,1.85,0.604,0.245,,172.5,,,,,,0.0214815,0.0198226,0.0198226,0.00228345,0.00228345,
,,1.848,0.605,0.245,,263,,,,,,0.023273,0.00349446,0.00349446,0.0017402,0.0017402,
,,1.848,0.605,0.245,,278.1,,,,,,0.0387065,0.00394549,0.00394549,0.00308609,0.00308609,
,,1.846,0.606,0.245,,293.2,,,,,,0.0357411,0.00328414,0.00328414,0.00401205,0.00401205,
,,1.845,0.607,0.245,,308.4,,,,,,0.0809547,0.00581736,0.00581736,0.00611504,0.00611504,
,,1.844,0.608,0.244,,323.6,,,,,,0.159606,0.00783338,0.00783338,0.0100229,0.0100229,
,,1.828,0.9,0.245,,23.4,,,,,,0.188102,0.0146522,0.0146522,0.0111034,0.0111034,
,,1.842,0.87,0.245,,36.3,,,,,,0.0547553,0.00287978,0.00287978,0.00355183,0.00355183,
,,1.844,0.87,0.245,,51.6,,,,,,0.0249444,0.00188401,0.00188401,0.00173258,0.00173258,
,,1.846,0.869,0.245,,66.7,,,,,,0.0175298,0.00181415,0.00181415,0.00132772,0.00132772,
,,1.847,0.868,0.245,,81.9,,,,,,0.00664878,0.00134035,0.00134035,0.00138492,0.00138492,
,,1.848,0.867,0.245,,97,,,,,,0.00453317,0.00235513,0.00235513,0.000296667,0.000296667,
,,1.85,0.866,0.245,,157.3,,,,,,0.0117171,0.00698383,0.00698383,0.00166475,0.00166475,
,,1.851,0.866,0.245,,172.5,,,,,,0.00473259,0.00144858,0.00144858,0.0103812,0.0103812,
,,1.851,0.866,0.245,,187.5,,,,,,0.0614164,0.0454184,0.0454184,0.00748869,0.00748869,
,,1.85,0.866,0.245,,202.7,,,,,,0.0125862,0.010688,0.010688,0.000733893,0.000733893,
,,1.848,0.867,0.245,,263,,,,,,0.0061271,0.00381055,0.00381055,0.00140893,0.00140893,
,,1.847,0.868,0.245,,278.1,,,,,,0.0192514,0.00333391,0.00333391,0.00151702,0.00151702,
,,1.846,0.869,0.245,,293.3,,,,,,0.0156508,0.00151788,0.00151788,0.00198104,0.00198104,
,,1.844,0.87,0.245,,308.4,,,,,,0.0409259,0.00375086,0.00375086,0.002806,0.002806,
,,1.842,0.87,0.245,,323.7,,,,,,0.0713625,0.00420849,0.00420849,0.00502371,0.00502371,
,,1.828,0.9,0.245,,336.6,,,,,,0.12926,0.0074588,0.0074588,0.0093733,0.0093733,
,,1.828,1.407,0.245,,7.6,,,,,,0.0396266,0.00246086,0.00246086,0.0023846,0.0023846,
,,1.836,1.372,0.245,,21.4,,,,,,0.0264994,0.0019876,0.0019876,0.0015995,0.0015995,
,,1.84,1.386,0.245,,36.4,,,,,,0.0146075,0.00134007,0.00134007,0.00137236,0.00137236,
,,1.844,1.389,0.245,,51.6,,,,,,0.0067444,0.000874743,0.000874743,0.000417531,0.000417531,
,,1.845,1.388,0.245,,66.7,,,,,,0.00223966,0.000477861,0.000477861,0.00060076,0.00060076,
,,1.853,1.387,0.244,,142.4,,,,,,0.0060886,0.00542468,0.00542468,0.00190188,0.00190188,
,,1.854,1.386,0.245,,157.6,,,,,,0.00594979,0.00361865,0.00361865,0.000478322,0.000478322,
,,1.849,1.384,0.242,,172.1,,,,,,0.00192476,0.000550082,0.000550082,0.000728162,0.000728162,
,,1.849,1.384,0.242,,187.9,,,,,,0.00339859,0.00116337,0.00116337,0.000255582,0.000255582,
,,1.853,1.387,0.244,,217.6,,,,,,0.0062773,0.00335041,0.00335041,0.000826563,0.000826563,
,,1.85,1.385,0.245,,232.8,,,,,,0.00716907,0.00554926,0.00554926,0.000418025,0.000418025,
,,1.847,1.387,0.245,,278.2,,,,,,0.00627423,0.00550686,0.00550686,0.00043848,0.00043848,
,,1.845,1.388,0.245,,293.3,,,,,,0.00392208,0.000840007,0.000840007,0.00078641,0.00078641,
,,1.844,1.389,0.245,,308.4,,,,,,0.00784127,0.0012036,0.0012036,0.000572186,0.000572186,
,,1.84,1.386,0.245,,323.6,,,,,,0.0105722,0.00126995,0.00126995,0.000945717,0.000945717,
,,1.836,1.372,0.245,,338.6,,,,,,0.0253786,0.00147074,0.00147074,0.00187896,0.00187896,
,,1.828,1.407,0.245,,352.4,,,,,,0.0326586,0.00184069,0.00184069,0.00655669,0.00655669,
,,2.159,0.109,0.245,,7.5,,,,,,1.16815,0.0780718,0.0780718,0.0782375,0.0782375,
,,2.166,0.11,0.244,,22.5,,,,,,0.999032,0.0597056,0.0597056,0.0606065,0.0606065,
,,2.173,0.11,0.244,,37.3,,,,,,0.903966,0.0474022,0.0474022,0.0574325,0.0574325,
,,2.174,0.11,0.244,,52.2,,,,,,0.761117,0.0460564,0.0460564,0.0500597,0.0500597,
,,2.174,0.109,0.244,,67.2,,,,,,0.658366,0.0519812,0.0519812,0.0460473,0.0460473,
,,2.175,0.109,0.244,,82.2,,,,,,0.436371,0.0358362,0.0358362,0.0351919,0.0351919,
,,2.176,0.109,0.245,,97.2,,,,,,0.336282,0.024139,0.024139,0.0203203,0.0203203,
,,2.177,0.109,0.245,,112.3,,,,,,0.283814,0.0217214,0.0217214,0.0182942,0.0182942,
,,2.178,0.109,0.245,,127.3,,,,,,0.198759,0.0214325,0.0214325,0.0322656,0.0322656,
,,2.179,0.109,0.245,,157.4,,,,,,0.149121,0.0195392,0.0195392,0.0116928,0.0116928,
,,2.179,0.109,0.245,,172.5,,,,,,0.115914,0.0188192,0.0188192,0.0374547,0.0374547,
,,2.179,0.109,0.245,,202.6,,,,,,0.125456,0.0143082,0.0143082,0.0450365,0.0450365,
,,2.178,0.109,0.245,,217.6,,,,,,0.155524,0.0162087,0.0162087,0.0101802,0.0101802,
,,2.178,0.109,0.245,,232.7,,,,,,0.152286,0.0155858,0.0155858,0.0111736,0.0111736,
,,2.177,0.109,0.245,,247.7,,,,,,0.27984,0.0241716,0.0241716,0.0206816,0.0206816,
,,2.176,0.109,0.245,,262.8,,,,,,0.419331,0.0315794,0.0315794,0.0329502,0.0329502,
,,2.175,0.109,0.244,,277.8,,,,,,0.491761,0.0343398,0.0343398,0.0397452,0.0397452,
,,2.174,0.109,0.244,,292.8,,,,,,0.662303,0.0502552,0.0502552,0.05165,0.05165,
,,2.174,0.11,0.244,,307.8,,,,,,0.795673,0.0473732,0.0473732,0.0508551,0.0508551,
,,2.173,0.11,0.244,,322.7,,,,,,0.824655,0.0419336,0.0419336,0.0493386,0.0493386,
,,2.166,0.11,0.244,,337.5,,,,,,1.1761,0.0627736,0.0627736,0.0756792,0.0756792,
,,2.159,0.109,0.245,,352.5,,,,,,1.20042,0.0769866,0.0769866,0.0810302,0.0810302,
,,2.113,0.153,0.246,,7.6,,,,,,1.58331,0.101002,0.101002,0.126992,0.126992,
,,2.133,0.153,0.245,,22.7,,,,,,1.26856,0.0635973,0.0635973,0.0786023,0.0786023,
,,2.167,0.154,0.245,,37.4,,,,,,1.00802,0.0403023,0.0403023,0.0603691,0.0603691,
,,2.176,0.154,0.244,,52.1,,,,,,0.739106,0.02934,0.02934,0.044948,0.044948,
,,2.176,0.154,0.245,,67.1,,,,,,0.607244,0.0345069,0.0345069,0.0372711,0.0372711,
,,2.176,0.153,0.245,,82.1,,,,,,0.511411,0.0356145,0.0356145,0.0323294,0.0323294,
,,2.177,0.153,0.245,,97.2,,,,,,0.328487,0.0207531,0.0207531,0.0207928,0.0207928,
,,2.177,0.153,0.245,,112.2,,,,,,0.226356,0.0155136,0.0155136,0.015115,0.015115,
,,2.178,0.153,0.245,,127.3,,,,,,0.170997,0.0144295,0.0144295,0.011922,0.011922,
,,2.179,0.153,0.245,,142.3,,,,,,0.112189,0.0115695,0.0115695,0.00763734,0.00763734,
,,2.179,0.153,0.245,,157.4,,,,,,0.124494,0.0106665,0.0106665,0.00751125,0.00751125,
,,2.179,0.153,0.245,,172.5,,,,,,0.102764,0.0094284,0.0094284,0.0120054,0.0120054,
,,2.179,0.153,0.245,,187.5,,,,,,0.139857,0.0145709,0.0145709,0.00931909,0.00931909,
,,2.179,0.153,0.245,,202.6,,,,,,0.127723,0.0105773,0.0105773,0.00825166,0.00825166,
,,2.179,0.153,0.245,,217.7,,,,,,0.144241,0.0105545,0.0105545,0.011162,0.011162,
,,2.178,0.153,0.245,,232.7,,,,,,0.198878,0.0163686,0.0163686,0.0142829,0.0142829,
,,2.177,0.153,0.245,,247.8,,,,,,0.302455,0.0253729,0.0253729,0.0207751,0.0207751,
,,2.177,0.153,0.245,,262.8,,,,,,0.333766,0.0207539,0.0207539,0.0239099,0.0239099,
,,2.176,0.153,0.245,,277.9,,,,,,0.398582,0.0217945,0.0217945,0.0255858,0.0255858,
,,2.176,0.154,0.245,,292.9,,,,,,0.525493,0.0266574,0.0266574,0.0385648,0.0385648,
,,2.176,0.154,0.244,,307.9,,,,,,0.702666,0.0313132,0.0313132,0.0452523,0.0452523,
,,2.167,0.154,0.245,,322.6,,,,,,1.1113,0.0457162,0.0457162,0.0715805,0.0715805,
,,2.133,0.153,0.245,,337.3,,,,,,1.1619,0.0508818,0.0508818,0.0772417,0.0772417,
,,2.113,0.153,0.246,,352.4,,,,,,1.70014,0.0996143,0.0996143,0.13189,0.13189,
,,2.177,0.204,0.245,,52,,,,,,0.571121,0.0245483,0.0245483,0.0343117,0.0343117,
