bin,k,q_squared,t,x_b,w,phi,D^4_sigma (nb/Gev^4),D^4_sigma_stat_plus,D^4_sigma_stat_minus,D^4_sigma_sys_plus,D^4_sigma_sys_minus,1/2 Helc_diff_d4_sigma (nb/GeV^4),1/2 Helc_diff_d4_sigma_stat_plus,1/2 Helc_diff_d4_sigma_stat_minus,1/2 Helc_diff_d4_sigma_sys_plus,1/2 Helc_diff_d4_sigma_sys_minus,link
,,1.487,-0.153,0.184,,97.1,0.732793,0.0472686,0.0472686,0.0571351,0.0571351,0.193241,0.0370253,0.0370253,0.0334003,0.0334003,
,,1.488,-0.153,0.184,,112.2,0.487856,0.0343118,0.0343118,0.0365552,0.0365552,0.118042,0.0274302,0.0274302,0.00906835,0.00906835,
,,1.488,-0.153,0.184,,127.3,0.42553,0.0435837,0.0435837,0.03417,0.03417,0.0376269,0.0351507,0.0351507,0.0218172,0.0218172,
,,1.488,-0.153,0.184,,142.3,0.446953,0.0462026,0.0462026,0.0418725,0.0418725,0.09535,0.0368387,0.0368387,0.0240774,0.0240774,
,,1.488,-0.153,0.184,,157.4,0.362969,0.0364586,0.0364586,0.0269081,0.0269081,-0.01961,0.0290501,0.0290501,0.00662044,0.00662044,
,,1.488,-0.153,0.184,,172.5,0.332098,0.037159,0.037159,0.0357996,0.0357996,0.0743927,0.030323,0.030323,0.0199882,0.0199882,
,,1.488,-0.153,0.184,,187.5,0.4918,0.0675637,0.0675637,0.0882995,0.0882995,0.14396,0.0537756,0.0537756,0.0234017,0.0234017,
,,1.488,-0.153,0.184,,202.6,0.40393,0.0394029,0.0394029,0.0263862,0.0263862,-0.00464568,0.0313637,0.0313637,0.00964947,0.00964947,
,,1.488,-0.153,0.184,,217.7,0.367013,0.0310961,0.0310961,0.0355805,0.0355805,-0.0716192,0.0248521,0.0248521,0.00980885,0.00980885,
,,1.488,-0.153,0.184,,232.7,0.578329,0.0614431,0.0614431,0.0578508,0.0578508,-0.109277,0.0489913,0.0489913,0.0264607,0.0264607,
,,1.488,-0.153,0.184,,247.8,0.536947,0.0444069,0.0444069,0.0464176,0.0464176,-0.159705,0.0360008,0.0360008,0.0158918,0.0158918,
,,1.487,-0.153,0.184,,262.9,0.807568,0.0548771,0.0548771,0.0729691,0.0729691,-0.119871,0.042394,0.042394,0.026851,0.026851,
,,1.487,-0.153,0.184,,277.9,0.819479,0.0495739,0.0495739,0.0731857,0.0731857,-0.198097,0.0389542,0.0389542,0.0294665,0.0294665,
,,1.486,-0.153,0.184,,293,1.25091,0.0841325,0.0841325,0.08221,0.08221,-0.204063,0.0652208,0.0652208,0.0400348,0.0400348,
,,1.486,-0.154,0.184,,308,1.73863,0.0822552,0.0822552,0.106801,0.106801,-0.359301,0.0621659,0.0621659,0.0326355,0.0326355,
,,1.485,-0.154,0.184,,323,2.20586,0.0865837,0.0865837,0.176398,0.176398,-0.247745,0.0645154,0.0645154,0.0578676,0.0578676,
,,1.487,-0.152,0.186,,337.2,2.65737,0.196097,0.196097,0.390994,0.390994,0.0610187,0.147656,0.147656,0.101793,0.101793,
,,1.485,-0.204,0.184,,37,2.06926,0.0885157,0.0885157,0.122799,0.122799,0.393178,0.0665195,0.0665195,0.0258523,0.0258523,
,,1.486,-0.204,0.184,,51.9,1.42709,0.0666246,0.0666246,0.0860191,0.0860191,0.332541,0.0503608,0.0503608,0.0419294,0.0419294,
,,1.487,-0.203,0.184,,67,0.923835,0.0619946,0.0619946,0.0563769,0.0563769,0.161411,0.0474203,0.0474203,0.0222705,0.0222705,
,,1.487,-0.203,0.184,,82,0.48685,0.03603,0.03603,0.0464621,0.0464621,0.136591,0.0295071,0.0295071,0.0131574,0.0131574,
,,1.488,-0.203,0.184,,97.1,0.409777,0.0324122,0.0324122,0.0370336,0.0370336,0.0613721,0.0260922,0.0260922,0.0145691,0.0145691,
,,1.488,-0.203,0.184,,112.2,0.295093,0.0249324,0.0249324,0.0232547,0.0232547,0.0235099,0.020023,0.020023,0.00986939,0.00986939,
,,1.488,-0.203,0.184,,127.2,0.390845,0.0471923,0.0471923,0.0351778,0.0351778,-0.00595932,0.0378972,0.0378972,0.0171623,0.0171623,
,,1.488,-0.203,0.184,,142.3,0.319135,0.0425409,0.0425409,0.0268692,0.0268692,0.0357394,0.0336234,0.0336234,0.00627342,0.00627342,
,,1.488,-0.203,0.184,,157.4,0.258765,0.027938,0.027938,0.0210493,0.0210493,0.0560572,0.0225099,0.0225099,0.0138269,0.0138269,
,,1.489,-0.203,0.184,,172.5,0.205677,0.0287346,0.0287346,0.024005,0.024005,0.058939,0.0247056,0.0247056,0.00978687,0.00978687,
,,1.489,-0.203,0.184,,187.5,0.242818,0.0373018,0.0373018,0.0317449,0.0317449,-0.0527361,0.0315724,0.0315724,0.0105144,0.0105144,
,,1.488,-0.203,0.184,,202.6,0.175182,0.0215793,0.0215793,0.0178006,0.0178006,-0.0271358,0.0188488,0.0188488,0.00860758,0.00860758,
,,1.488,-0.203,0.184,,217.7,0.194034,0.0185819,0.0185819,0.0206937,0.0206937,-0.0602667,0.0158284,0.0158284,0.00485774,0.00485774,
,,1.488,-0.203,0.184,,232.8,0.284512,0.0288521,0.0288521,0.0242733,0.0242733,-0.0444763,0.0232553,0.0232553,0.0183528,0.0183528,
,,1.488,-0.203,0.184,,247.8,0.334776,0.033267,0.033267,0.0346595,0.0346595,-0.134472,0.0281701,0.0281701,0.0124175,0.0124175,
,,1.488,-0.203,0.184,,262.9,0.429924,0.0338557,0.0338557,0.0324024,0.0324024,-0.0609948,0.0269711,0.0269711,0.00703763,0.00703763,
,,1.487,-0.203,0.184,,278,0.67346,0.0469023,0.0469023,0.0512429,0.0512429,-0.148117,0.0363261,0.0363261,0.0170239,0.0170239,
,,1.487,-0.203,0.184,,293,0.748798,0.049752,0.049752,0.0569677,0.0569677,-0.224194,0.0393654,0.0393654,0.0236624,0.0236624,
,,1.486,-0.204,0.184,,308.1,1.59171,0.0917871,0.0917871,0.123409,0.123409,-0.31611,0.0691443,0.0691443,0.0746757,0.0746757,
,,1.485,-0.204,0.184,,323,2.0552,0.0922943,0.0922943,0.193016,0.193016,-0.378973,0.0699338,0.0699338,0.0516148,0.0516148,
,,1.486,-0.263,0.185,,37.1,1.52515,0.0706655,0.0706655,0.090277,0.090277,0.256898,0.0533704,0.0533704,0.0160727,0.0160727,
,,1.486,-0.262,0.184,,51.8,1.02187,0.0475091,0.0475091,0.0661437,0.0661437,0.121232,0.0355148,0.0355148,0.0117038,0.0117038,
,,1.487,-0.262,0.184,,66.9,0.453811,0.0305706,0.0305706,0.0372858,0.0372858,0.0237963,0.0240426,0.0240426,0.00812059,0.00812059,
,,1.488,-0.262,0.184,,82,0.37782,0.0299837,0.0299837,0.0300294,0.0300294,0.107303,0.0245079,0.0245079,0.019057,0.019057,
,,1.488,-0.262,0.184,,97.1,0.300346,0.0240259,0.0240259,0.0190453,0.0190453,0.049328,0.0191485,0.0191485,0.01239,0.01239,
,,1.488,-0.262,0.184,,112.2,0.171282,0.0160219,0.0160219,0.0165287,0.0165287,0.0262785,0.0138006,0.0138006,0.00616563,0.00616563,
,,1.488,-0.262,0.184,,127.2,0.25257,0.0291516,0.0291516,0.0251537,0.0251537,0.0554962,0.024042,0.024042,0.0216324,0.0216324,
,,1.489,-0.262,0.184,,142.3,0.160696,0.0208445,0.0208445,0.0207225,0.0207225,0.0334698,0.0178951,0.0178951,0.0220856,0.0220856,
,,1.489,-0.262,0.184,,157.4,0.124948,0.0158302,0.0158302,0.0139334,0.0139334,-0.0100611,0.0135223,0.0135223,0.00744816,0.00744816,
,,1.489,-0.262,0.184,,172.5,0.135011,0.0177096,0.0177096,0.0137982,0.0137982,0.0230731,0.0145082,0.0145082,0.013062,0.013062,
,,1.489,-0.262,0.184,,187.5,0.209902,0.0418919,0.0418919,0.0231595,0.0231595,-0.0272762,0.0350417,0.0350417,0.00720675,0.00720675,
,,1.489,-0.262,0.184,,202.6,0.170095,0.0208185,0.0208185,0.0104481,0.0104481,-0.0294886,0.0172876,0.0172876,0.00652909,0.00652909,
,,1.489,-0.262,0.184,,217.7,0.181883,0.0176753,0.0176753,0.0145713,0.0145713,-0.0336789,0.0143365,0.0143365,0.00461146,0.00461146,
,,1.488,-0.262,0.184,,232.8,0.187333,0.0206391,0.0206391,0.0181577,0.0181577,-0.0227756,0.0175288,0.0175288,0.00937625,0.00937625,
,,1.488,-0.262,0.184,,247.8,0.223142,0.0249743,0.0249743,0.0332882,0.0332882,-0.029279,0.0204532,0.0204532,0.00460707,0.00460707,
,,1.488,-0.262,0.184,,262.9,0.25233,0.0208095,0.0208095,0.0189814,0.0189814,-0.0232072,0.0170011,0.0170011,0.0073333,0.0073333,
,,1.488,-0.262,0.184,,278,0.309024,0.0222433,0.0222433,0.0213872,0.0213872,-0.0190095,0.0177835,0.0177835,0.00894847,0.00894847,
,,1.487,-0.262,0.184,,293.1,0.482578,0.0333866,0.0333866,0.0359799,0.0359799,-0.0362463,0.0266751,0.0266751,0.0110904,0.0110904,
,,1.486,-0.262,0.184,,308.2,0.896217,0.0510642,0.0510642,0.0565576,0.0565576,-0.217545,0.0394059,0.0394059,0.0162387,0.0162387,
,,1.486,-0.263,0.185,,322.9,1.36954,0.0695186,0.0695186,5.59949,5.59949,-0.196224,0.0527604,0.0527604,2.78583,2.78583,
,,1.486,-0.342,0.185,,37,1.19535,0.06268,0.06268,0.0707411,0.0707411,0.261375,0.0477819,0.0477819,0.0160346,0.0160346,
,,1.487,-0.341,0.184,,51.7,0.557466,0.0270412,0.0270412,0.033659,0.033659,0.0443498,0.0205232,0.0205232,0.00917541,0.00917541,
,,1.487,-0.341,0.184,,66.8,0.389085,0.0301257,0.0301257,0.0276135,0.0276135,0.0916816,0.0238777,0.0238777,0.00922712,0.00922712,
,,1.488,-0.341,0.184,,82,0.25907,0.0244906,0.0244906,0.0184454,0.0184454,0.0465882,0.0198963,0.0198963,0.00384148,0.00384148,
,,1.488,-0.34,0.184,,97.1,0.163882,0.0156267,0.0156267,0.0102981,0.0102981,0.0110924,0.0131166,0.0131166,0.00476773,0.00476773,
,,1.489,-0.34,0.184,,112.1,0.128182,0.012521,0.012521,0.0105091,0.0105091,0.0120553,0.0105625,0.0105625,0.00940996,0.00940996,
,,1.489,-0.34,0.184,,127.2,0.0980256,0.0130917,0.0130917,0.017962,0.017962,0.0306997,0.011789,0.011789,0.00785534,0.00785534,
,,1.489,-0.34,0.184,,142.3,0.118775,0.0217824,0.0217824,0.0282944,0.0282944,0.0269287,0.0188225,0.0188225,0.00570714,0.00570714,
,,1.489,-0.34,0.184,,157.4,0.0612371,0.0124094,0.0124094,0.00869434,0.00869434,0.0176222,0.0115627,0.0115627,0.00508163,0.00508163,
,,1.489,-0.34,0.184,,172.5,0.0682383,0.0144192,0.0144192,0.00538046,0.00538046,0.0151972,0.0131249,0.0131249,0.0048588,0.0048588,
,,1.489,-0.34,0.184,,187.5,0.0804228,0.0220481,0.0220481,0.0594533,0.0594533,-0.00802655,0.0196948,0.0196948,0.00380224,0.00380224,
,,1.489,-0.34,0.184,,202.6,0.0954823,0.0166632,0.0166632,0.0110706,0.0110706,-0.010896,0.0145962,0.0145962,0.00509121,0.00509121,
,,1.489,-0.34,0.184,,217.7,0.104906,0.0136349,0.0136349,0.00808048,0.00808048,-0.0270735,0.0118653,0.0118653,0.00751926,0.00751926,
,,1.489,-0.34,0.184,,232.8,0.104819,0.0115922,0.0115922,0.00748625,0.00748625,-0.0170602,0.00971203,0.00971203,0.00755148,0.00755148,
,,1.489,-0.34,0.184,,247.9,0.110471,0.0129672,0.0129672,0.0180182,0.0180182,-0.0273128,0.0113775,0.0113775,0.00752346,0.00752346,
,,1.488,-0.34,0.184,,262.9,0.206697,0.02087,0.02087,0.0174241,0.0174241,-0.054412,0.0173984,0.0173984,0.00412537,0.00412537,
,,1.488,-0.341,0.184,,278,0.277298,0.0257022,0.0257022,0.0173225,0.0173225,-0.0459535,0.0209558,0.0209558,0.00784132,0.00784132,
,,1.487,-0.341,0.184,,293.2,0.306109,0.0231713,0.0231713,0.0201424,0.0201424,-0.0281564,0.0182398,0.0182398,0.00380625,0.00380625,
,,1.487,-0.341,0.184,,308.3,0.60408,0.0384046,0.0384046,0.0470825,0.0470825,-0.120062,0.0297111,0.0297111,0.0198343,0.0198343,
,,1.486,-0.342,0.185,,323,1.1944,0.0701252,0.0701252,0.0816872,0.0816872,-0.155941,0.0531925,0.0531925,0.0281024,0.0281024,
,,1.486,-0.449,0.185,,36.6,0.715606,0.0363825,0.0363825,0.0477631,0.0477631,0.087108,0.0272597,0.0272597,0.00643791,0.00643791,
,,1.487,-0.448,0.184,,51.6,0.297769,0.0161807,0.0161807,0.0208697,0.0208697,0.0263773,0.0124311,0.0124311,0.00297465,0.00297465,
,,1.488,-0.447,0.184,,66.8,0.221993,0.0180009,0.0180009,0.0150444,0.0150444,0.0382079,0.0144559,0.0144559,0.00787249,0.00787249,
,,1.488,-0.447,0.184,,81.9,0.223873,0.0272361,0.0272361,0.0137797,0.0137797,0.0188517,0.0221552,0.0221552,0.0131205,0.0131205,
,,1.488,-0.447,0.184,,97,0.105894,0.01154,0.01154,0.00746317,0.00746317,0.0186618,0.00963466,0.00963466,0.00193797,0.00193797,
,,1.489,-0.447,0.184,,112.1,0.0579954,0.00674124,0.00674124,0.00485468,0.00485468,-0.00518481,0.00599327,0.00599327,0.0032094,0.0032094,
,,1.489,-0.447,0.184,,127.2,0.0414588,0.00696707,0.00696707,0.00587451,0.00587451,0.0404476,0.00734085,0.00734085,0.00630959,0.00630959,
,,1.489,-0.447,0.184,,142.3,0.0339362,0.0111152,0.0111152,0.00375045,0.00375045,-0.0107812,0.0109405,0.0109405,0.00517682,0.00517682,
,,1.489,-0.447,0.184,,157.4,0.0465566,0.0165111,0.0165111,0.00306094,0.00306094,-0.00789094,0.0157123,0.0157123,0.000460117,0.000460117,
,,1.489,-0.447,0.184,,172.5,0.0478106,0.028732,0.028732,0.0247833,0.0247833,-0.018593,0.0284283,0.0284283,0.00154002,0.00154002,
,,1.489,-0.447,0.184,,187.5,0.171243,0.141428,0.141428,0.0666976,0.0666976,-0.0570812,0.11752,0.11752,0.0660454,0.0660454,
,,1.489,-0.447,0.184,,202.6,0.0357088,0.0131957,0.0131957,0.0028992,0.0028992,-0.028567,0.0134519,0.0134519,0.00749097,0.00749097,
,,1.489,-0.447,0.184,,217.7,0.0394791,0.00836473,0.00836473,0.0090769,0.0090769,-0.00563988,0.00758238,0.00758238,0.0040752,0.0040752,
,,1.489,-0.447,0.184,,232.8,0.0637464,0.0109257,0.0109257,0.00530031,0.00530031,-0.0278789,0.0101677,0.0101677,0.0118343,0.0118343,
,,1.489,-0.447,0.184,,247.9,0.074471,0.0105654,0.0105654,0.0119762,0.0119762,-0.0124146,0.00900645,0.00900645,0.00702939,0.00702939,
,,1.488,-0.447,0.184,,263,0.0928379,0.0108062,0.0108062,0.0108868,0.0108868,-0.0118802,0.00962816,0.00962816,0.00459048,0.00459048,
,,1.488,-0.447,0.184,,278.1,0.142844,0.0142544,0.0142544,0.009403,0.009403,-0.044895,0.0123968,0.0123968,0.0041741,0.0041741,
,,1.488,-0.447,0.184,,293.2,0.173117,0.0145249,0.0145249,0.0129338,0.0129338,-0.0140329,0.0118209,0.0118209,0.00695927,0.00695927,
,,1.487,-0.448,0.184,,308.4,0.334097,0.0251787,0.0251787,0.0265193,0.0265193,-0.0738467,0.0200044,0.0200044,0.00870068,0.00870068,
,,1.486,-0.449,0.185,,323.4,0.659438,0.0373938,0.0373938,0.0509001,0.0509001,-0.06108,0.0283849,0.0283849,0.0392408,0.0392408,
,,1.487,-0.604,0.185,,36.4,0.330055,0.016408,0.016408,0.0195907,0.0195907,0.0266396,0.0124834,0.0124834,0.00554569,0.00554569,
,,1.487,-0.605,0.185,,51.6,0.180894,0.0114855,0.0114855,0.0120836,0.0120836,0.0354707,0.00895082,0.00895082,0.00414357,0.00414357,
,,1.488,-0.605,0.185,,66.8,0.107257,0.0103484,0.0103484,0.0106089,0.0106089,0.00413882,0.00831694,0.00831694,0.00732397,0.00732397,
,,1.488,-0.604,0.185,,81.9,0.0624621,0.00791255,0.00791255,0.0070787,0.0070787,0.0226415,0.00714073,0.00714073,0.0045313,0.0045313,
,,1.489,-0.604,0.185,,97,0.0434268,0.00559205,0.00559205,0.00473662,0.00473662,0.0118737,0.00503842,0.00503842,0.00338788,0.00338788,
,,1.489,-0.604,0.185,,112.1,0.0382704,0.00691336,0.00691336,0.006402,0.006402,0.00159174,0.00614921,0.00614921,0.00173668,0.00173668,
,,1.489,-0.604,0.185,,127.2,0.0152251,0.00670513,0.00670513,0.00295987,0.00295987,0.00507502,0.00681117,0.00681117,0.00287925,0.00287925,
,,1.489,-0.604,0.185,,232.8,0.0366838,0.0134555,0.0134555,0.00349622,0.00349622,0.00558761,0.011952,0.011952,0.00365879,0.00365879,
,,1.489,-0.604,0.185,,247.9,0.046155,0.0124082,0.0124082,0.00692869,0.00692869,-0.00337286,0.0113365,0.0113365,0.00170219,0.00170219,
,,1.489,-0.604,0.185,,263,0.0372058,0.00545785,0.00545785,0.00381901,0.00381901,-0.00637814,0.00515984,0.00515984,0.00118104,0.00118104,
,,1.488,-0.604,0.185,,278.1,0.0790464,0.00816828,0.00816828,0.00656794,0.00656794,-0.0106856,0.00664919,0.00664919,0.00373779,0.00373779,
,,1.488,-0.605,0.185,,293.2,0.122315,0.0109594,0.0109594,0.00823685,0.00823685,-0.01469,0.00866874,0.00866874,0.00368397,0.00368397,
,,1.487,-0.605,0.185,,308.4,0.195961,0.0165785,0.0165785,0.0170588,0.0170588,-0.048875,0.0130435,0.0130435,0.00371267,0.00371267,
,,1.487,-0.604,0.185,,323.6,0.335623,0.0198152,0.0198152,0.147649,0.147649,-0.0395558,0.0150318,0.0150318,0.0325861,0.0325861,
,,1.484,-0.875,0.185,,22.2,0.217187,0.0153666,0.0153666,0.0241194,0.0241194,0.00549052,0.011649,0.011649,0.00231986,0.00231986,
,,1.487,-0.864,0.185,,36.5,0.111586,0.00706337,0.00706337,0.00811829,0.00811829,0.0161971,0.00545476,0.00545476,0.00296004,0.00296004,
,,1.488,-0.866,0.185,,51.6,0.0728857,0.00627601,0.00627601,0.00476842,0.00476842,-0.00137876,0.00497557,0.00497557,0.00159236,0.00159236,
,,1.488,-0.866,0.185,,66.8,0.0388885,0.00426788,0.00426788,0.00264114,0.00264114,-0.00376044,0.00351457,0.00351457,0.000841855,0.000841855,
,,1.489,-0.866,0.185,,81.9,0.0231184,0.00502535,0.00502535,0.00250383,0.00250383,-0.00788638,0.00459467,0.00459467,0.00556,0.00556,
,,1.489,-0.866,0.185,,97,0.0219298,0.00651636,0.00651636,0.00130649,0.00130649,-0.00589158,0.00586287,0.00586287,0.000435818,0.000435818,
,,1.489,-0.865,0.184,,112.1,0.0040231,0.0034112,0.0034112,0.00169495,0.00169495,0.0040231,0.0034112,0.0034112,0.00169495,0.00169495,
,,1.49,-0.865,0.185,,187.5,0.0186404,0.0115521,0.0115521,0.00108691,0.00108691,-0.00621346,0.0102468,0.0102468,0.000362304,0.000362304,
,,1.489,-0.865,0.184,,247.9,0.0353135,0.0311351,0.0311351,0.0029905,0.0029905,0.0353135,0.0311351,0.0311351,0.00512021,0.00512021,
,,1.489,-0.866,0.185,,263,0.0276868,0.00790741,0.00790741,0.00353932,0.00353932,0.00190524,0.00725331,0.00725331,0.000993027,0.000993027,
,,1.489,-0.866,0.185,,278.1,0.022447,0.00273102,0.00273102,0.00219766,0.00219766,0.00206614,0.0023931,0.0023931,0.00115887,0.00115887,
,,1.488,-0.866,0.185,,293.2,0.03003,0.00317366,0.00317366,0.00290714,0.00290714,-0.00253774,0.00269686,0.00269686,0.00140945,0.00140945,
,,1.488,-0.866,0.185,,308.4,0.0795325,0.0086881,0.0086881,0.00584131,0.00584131,-0.00385002,0.00688407,0.00688407,0.000709622,0.000709622,
,,1.487,-0.864,0.185,,323.5,0.116053,0.0083238,0.0083238,0.00824489,0.00824489,-0.00623218,0.0063943,0.0063943,0.00203487,0.00203487,
,,1.484,-0.875,0.185,,337.8,0.194939,0.0114455,0.0114455,0.0160233,0.0160233,-0.0107109,0.00861418,0.00861418,0.00481895,0.00481895,
,,1.485,-1.38,0.186,,7.1,0.0594428,0.00415642,0.00415642,0.00396321,0.00396321,-0.00491042,0.00310429,0.00310429,0.000674361,0.000674361,
,,1.486,-1.381,0.185,,21.7,0.0325479,0.00322424,0.00322424,0.00261504,0.00261504,0.000661017,0.00247879,0.00247879,0.00242798,0.00242798,
,,1.487,-1.382,0.185,,36.6,0.0233379,0.00290519,0.00290519,0.00180037,0.00180037,-0.00123413,0.00230512,0.00230512,0.000175783,0.000175783,
,,1.488,-1.382,0.185,,51.6,0.0091347,0.00123394,0.00123394,0.000860202,0.000860202,0.000191637,0.0010165,0.0010165,0.00183277,0.00183277,
,,1.489,-1.382,0.185,,66.8,0.00534475,0.00102807,0.00102807,0.000464668,0.000464668,0.000856792,0.000896974,0.000896974,0.000347746,0.000347746,
,,1.489,-1.382,0.185,,293.2,0.0049328,0.00138763,0.00138763,0.000392729,0.000392729,0.00101493,0.001175,0.001175,0.000630125,0.000630125,
,,1.488,-1.382,0.185,,308.4,0.0115206,0.00231011,0.00231011,0.00085681,0.00085681,-0.000423044,0.0019658,0.0019658,0.000810336,0.000810336,
,,1.487,-1.382,0.185,,323.4,0.0186015,0.00214003,0.00214003,0.00159873,0.00159873,-0.00222034,0.00170845,0.00170845,0.000485778,0.000485778,
,,1.486,-1.381,0.185,,338.3,0.0291869,0.00214552,0.00214552,0.00211244,0.00211244,0.00136342,0.00163532,0.00163532,0.000398533,0.000398533,
,,1.485,-1.38,0.186,,352.9,0.0512286,0.00317188,0.00317188,8.44786,8.44786,-0.00056418,0.00238149,0.00238149,5.24772,5.24772,
,,1.667,-0.109,0.185,,52.3,2.9335,0.146793,0.146793,0.194202,0.194202,0.335212,0.109395,0.109395,0.0465011,0.0465011,
,,1.669,-0.109,0.185,,67.1,2.35012,0.126924,0.126924,0.307378,0.307378,0.39737,0.0949936,0.0949936,0.140838,0.140838,
,,1.67,-0.109,0.185,,82.1,1.47206,0.0760767,0.0760767,0.0931836,0.0931836,0.1919,0.0569369,0.0569369,0.0321203,0.0321203,
,,1.67,-0.108,0.185,,97.2,1.37317,0.0722658,0.0722658,0.103467,0.103467,0.231862,0.0541424,0.0541424,0.0225801,0.0225801,
,,1.671,-0.108,0.185,,112.2,1.11989,0.0737046,0.0737046,0.0694658,0.0694658,0.196058,0.05545,0.05545,0.0406554,0.0406554,
,,1.671,-0.108,0.185,,127.3,0.798638,0.0693409,0.0693409,0.0499972,0.0499972,0.163003,0.0539952,0.0539952,0.033642,0.033642,
,,1.671,-0.108,0.185,,142.3,0.751271,0.0610523,0.0610523,0.051182,0.051182,-0.0279568,0.0464618,0.0464618,0.0168465,0.0168465,
,,1.672,-0.108,0.185,,157.4,0.744428,0.0614999,0.0614999,0.0585948,0.0585948,0.0879899,0.0469269,0.0469269,0.0172234,0.0172234,
,,1.672,-0.108,0.185,,172.5,0.77178,0.0817304,0.0817304,0.0850125,0.0850125,0.0500375,0.0621756,0.0621756,0.031812,0.031812,
,,1.672,-0.108,0.185,,187.5,0.765986,0.0759959,0.0759959,0.0601771,0.0601771,0.0299454,0.0577279,0.0577279,0.0266778,0.0266778,
,,1.672,-0.108,0.185,,202.6,0.665393,0.0485559,0.0485559,0.0463355,0.0463355,-0.145901,0.0375805,0.0375805,0.0127054,0.0127054,
,,1.671,-0.108,0.185,,217.7,0.681043,0.0488079,0.0488079,0.0580324,0.0580324,0.021898,0.0372743,0.0372743,0.00749405,0.00749405,
,,1.671,-0.108,0.185,,232.7,0.927411,0.0763691,0.0763691,0.0727462,0.0727462,0.0265404,0.0577017,0.0577017,0.0491856,0.0491856,
,,1.671,-0.108,0.185,,247.8,1.0287,0.0703141,0.0703141,0.0709518,0.0709518,-0.193338,0.0531588,0.0531588,0.0169254,0.0169254,
,,1.67,-0.108,0.185,,262.8,1.24106,0.0638951,0.0638951,0.0845553,0.0845553,-0.187946,0.0478223,0.0478223,0.0156573,0.0156573,
,,1.67,-0.109,0.185,,277.9,1.55128,0.0772477,0.0772477,0.108676,0.108676,-0.212908,0.0578074,0.0578074,0.0576627,0.0576627,
,,1.669,-0.109,0.185,,292.9,2.48029,0.131378,0.131378,0.268988,0.268988,-0.604682,0.0991728,0.0991728,0.114344,0.114344,
,,1.667,-0.109,0.185,,307.7,2.5311,0.134524,0.134524,0.192935,0.192935,-0.43247,0.102215,0.102215,0.10158,0.10158,
,,1.666,-0.153,0.185,,52.3,1.86628,0.0748847,0.0748847,0.128229,0.128229,0.357291,0.0563723,0.0563723,0.032423,0.032423,
,,1.67,-0.153,0.185,,67,1.61887,0.0716432,0.0716432,0.120118,0.120118,0.287405,0.0535613,0.0535613,0.0182526,0.0182526,
,,1.67,-0.153,0.185,,82.1,1.02129,0.0466724,0.0466724,0.063148,0.063148,0.182186,0.0351245,0.0351245,0.0192065,0.0192065,
,,1.671,-0.153,0.185,,97.1,0.837898,0.0416132,0.0416132,0.0579342,0.0579342,0.150488,0.0314375,0.0314375,0.0154124,0.0154124,
,,1.671,-0.153,0.185,,112.2,0.661163,0.037215,0.037215,0.0419562,0.0419562,0.12361,0.0284193,0.0284193,0.0121947,0.0121947,
,,1.672,-0.153,0.185,,127.3,0.520166,0.0359908,0.0359908,0.0719567,0.0719567,0.0848155,0.0278666,0.0278666,0.0153142,0.0153142,
,,1.672,-0.153,0.185,,142.3,0.566751,0.0409774,0.0409774,0.0371843,0.0371843,0.136037,0.0316465,0.0316465,0.0136551,0.0136551,
,,1.672,-0.153,0.185,,157.4,0.372035,0.0248005,0.0248005,0.031254,0.031254,0.0995885,0.019417,0.019417,0.00764817,0.00764817,
,,1.672,-0.153,0.185,,172.5,0.43972,0.0347317,0.0347317,0.0329519,0.0329519,-0.0178172,0.0263858,0.0263858,0.0152851,0.0152851,
,,1.672,-0.153,0.185,,187.5,0.379414,0.0325393,0.0325393,0.0440421,0.0440421,0.0453361,0.0250924,0.0250924,0.0127841,0.0127841,
,,1.672,-0.153,0.185,,202.6,0.37607,0.0245616,0.0245616,0.0289513,0.0289513,-0.0626869,0.0190191,0.0190191,0.0128178,0.0128178,
,,1.672,-0.153,0.185,,217.7,0.50044,0.0312663,0.0312663,0.0330754,0.0330754,-0.017672,0.0235393,0.0235393,0.0117237,0.0117237,
,,1.672,-0.153,0.185,,232.7,0.511246,0.0327245,0.0327245,0.0419853,0.0419853,-0.0856778,0.0250023,0.0250023,0.0171441,0.0171441,
,,1.671,-0.153,0.185,,247.8,0.793048,0.0491951,0.0491951,0.0795481,0.0795481,-0.111309,0.0370918,0.0370918,0.0181242,0.0181242,
,,1.671,-0.153,0.185,,262.9,0.811855,0.0399171,0.0399171,0.0583588,0.0583588,-0.134923,0.0301707,0.0301707,0.0246117,0.0246117,
,,1.67,-0.153,0.185,,277.9,1.10686,0.0483922,0.0483922,0.0864201,0.0864201,-0.16923,0.0363018,0.0363018,0.0197824,0.0197824,
,,1.67,-0.153,0.185,,293,1.5986,0.0662239,0.0662239,0.138748,0.138748,-0.130924,0.0489052,0.0489052,0.0187274,0.0187274,
,,1.666,-0.153,0.185,,307.7,2.05273,0.0951512,0.0951512,0.233975,0.233975,-0.492857,0.072292,0.072292,0.0750185,0.0750185,
,,1.667,-0.204,0.185,,52.2,1.68406,0.0623018,0.0623018,0.102348,0.102348,0.159102,0.0462175,0.0462175,0.0297116,0.0297116,
