set,index,k,q_squared,x_b,t,phi,F,sigma,sigma_stat_plus,F1,F2
157,16,5.75,2.35,0.365,-0.45,247.8,0.00000,0.00000,0,0.4413,0.59989
157,17,5.75,2.35,0.365,-0.45,262.88,0.00000,0.00000,0,0.4413,0.59989
157,18,5.75,2.35,0.365,-0.45,277.95,0.01750,0.00840,0.48014,0.4413,0.59989
157,19,5.75,2.35,0.365,-0.45,293,0.01400,0.00386,0.2759,0.4413,0.59989
157,20,5.75,2.35,0.365,-0.45,308.04,0.03760,0.00921,0.24491,0.4413,0.59989
157,21,5.75,2.35,0.365,-0.45,323.04,0.05410,0.00750,0.13864,0.4413,0.59989
157,22,5.75,2.35,0.365,-0.45,337.95,0.07030,0.00716,0.10183,0.4413,0.59989
157,23,5.75,2.35,0.365,-0.45,352.69,0.07870,0.00842,0.10701,0.4413,0.59989
158,0,5.75,2.97,0.364,-0.2,7.46,0.09710,0.02665,0.2745,0.64892,1.01978
158,1,5.75,2.97,0.364,-0.2,22.4,0.08330,0.01463,0.17566,0.64892,1.01978
158,2,5.75,2.97,0.364,-0.2,37.35,0.06280,0.01356,0.21591,0.64892,1.01978
158,3,5.75,2.97,0.364,-0.2,52.32,0.07040,0.01679,0.23848,0.64892,1.01978
158,4,5.75,2.97,0.364,-0.2,67.31,0.07510,0.01462,0.19473,0.64892,1.01978
158,5,5.75,2.97,0.364,-0.2,82.31,0.06640,0.01692,0.25489,0.64892,1.01978
158,6,5.75,2.97,0.364,-0.2,97.32,0.04680,0.01885,0.40282,0.64892,1.01978
158,7,5.75,2.97,0.364,-0.2,112.34,0.05380,0.01960,0.36436,0.64892,1.01978
158,8,5.75,2.97,0.364,-0.2,127.37,0.03300,0.01914,0.58,0.64892,1.01978
158,9,5.75,2.97,0.364,-0.2,142.4,0.00000,0.00000,0,0.64892,1.01978
158,10,5.75,2.97,0.364,-0.2,157.44,0.00000,0.00000,0,0.64892,1.01978
158,11,5.75,2.97,0.364,-0.2,172.48,0.00000,0.00000,0,0.64892,1.01978
158,12,5.75,2.97,0.364,-0.2,187.52,0.00000,0.00000,0,0.64892,1.01978
158,13,5.75,2.97,0.364,-0.2,202.56,0.00000,0.00000,0,0.64892,1.01978
158,14,5.75,2.97,0.364,-0.2,217.6,0.00000,0.00000,0,0.64892,1.01978
158,15,5.75,2.97,0.364,-0.2,232.63,0.00000,0.00000,0,0.64892,1.01978
158,16,5.75,2.97,0.364,-0.2,247.66,0.03900,0.01284,0.32921,0.64892,1.01978
158,17,5.75,2.97,0.364,-0.2,262.68,0.07390,0.01704,0.23061,0.64892,1.01978
158,18,5.75,2.97,0.364,-0.2,277.69,0.06930,0.01931,0.27857,0.64892,1.01978
158,19,5.75,2.97,0.364,-0.2,292.69,0.07150,0.01593,0.22274,0.64892,1.01978
158,20,5.75,2.97,0.364,-0.2,307.68,0.07990,0.02266,0.2836,0.64892,1.01978
158,21,5.75,2.97,0.364,-0.2,322.65,0.11130,0.01837,0.16509,0.64892,1.01978
158,22,5.75,2.97,0.364,-0.2,337.6,0.10600,0.02163,0.20406,0.64892,1.01978
158,23,5.75,2.97,0.364,-0.2,352.54,0.14180,0.01896,0.13373,0.64892,1.01978
159,0,5.75,2.97,0.365,-0.26,7.44,0.11490,0.01953,0.16998,0.58528,0.88573
159,1,5.75,2.97,0.365,-0.26,22.39,0.10400,0.01370,0.13173,0.58528,0.88573
159,2,5.75,2.97,0.365,-0.26,37.23,0.10530,0.01469,0.13947,0.58528,0.88573
159,3,5.75,2.97,0.365,-0.26,52.19,0.06950,0.00921,0.1325,0.58528,0.88573
159,4,5.75,2.97,0.365,-0.26,67.19,0.07320,0.02450,0.33472,0.58528,0.88573
159,5,5.75,2.97,0.365,-0.26,82.21,0.03950,0.00872,0.22076,0.58528,0.88573
159,6,5.75,2.97,0.365,-0.26,97.24,0.03900,0.00912,0.2339,0.58528,0.88573
159,7,5.75,2.97,0.365,-0.26,112.28,0.03690,0.00647,0.17523,0.58528,0.88573
159,8,5.75,2.97,0.365,-0.26,127.32,0.02820,0.00624,0.2214,0.58528,0.88573
159,9,5.75,2.97,0.365,-0.26,142.37,0.03330,0.01091,0.32756,0.58528,0.88573
159,10,5.75,2.97,0.365,-0.26,157.42,0.02650,0.01273,0.48043,0.58528,0.88573
159,11,5.75,2.97,0.365,-0.26,172.48,0.03000,0.01553,0.51754,0.58528,0.88573
159,12,5.75,2.97,0.365,-0.26,187.52,0.00000,0.00000,0,0.58528,0.88573
159,13,5.75,2.97,0.365,-0.26,202.58,0.02430,0.01204,0.49554,0.58528,0.88573
159,14,5.75,2.97,0.365,-0.26,217.63,0.00000,0.00000,0,0.58528,0.88573
159,15,5.75,2.97,0.365,-0.26,232.68,0.03010,0.00738,0.24526,0.58528,0.88573
159,16,5.75,2.97,0.365,-0.26,247.72,0.03220,0.00590,0.18334,0.58528,0.88573
159,17,5.75,2.97,0.365,-0.26,262.76,0.03200,0.00868,0.27137,0.58528,0.88573
159,18,5.75,2.97,0.365,-0.26,277.79,0.05270,0.00869,0.16494,0.58528,0.88573
159,19,5.75,2.97,0.365,-0.26,292.81,0.06330,0.01528,0.24131,0.58528,0.88573
159,20,5.75,2.97,0.365,-0.26,307.81,0.08470,0.01306,0.15423,0.58528,0.88573
159,21,5.75,2.97,0.365,-0.26,322.77,0.10580,0.01224,0.11573,0.58528,0.88573
159,22,5.75,2.97,0.365,-0.26,337.61,0.12550,0.02016,0.1606,0.58528,0.88573
159,23,5.75,2.97,0.365,-0.26,352.56,0.14040,0.01440,0.10259,0.58528,0.88573
160,0,5.75,2.97,0.365,-0.34,7.48,0.14720,0.02382,0.16179,0.51603,0.74472
160,1,5.75,2.97,0.365,-0.34,22.49,0.11670,0.01251,0.1072,0.51603,0.74472
160,2,5.75,2.97,0.365,-0.34,37.22,0.07850,0.00997,0.12704,0.51603,0.74472
160,3,5.75,2.97,0.365,-0.34,52.07,0.06000,0.00999,0.16644,0.51603,0.74472
160,4,5.75,2.97,0.365,-0.34,67.1,0.04270,0.00807,0.18904,0.51603,0.74472
160,5,5.75,2.97,0.365,-0.34,82.14,0.03980,0.00948,0.2381,0.51603,0.74472
160,6,5.75,2.97,0.365,-0.34,97.19,0.02800,0.00552,0.19698,0.51603,0.74472
160,7,5.75,2.97,0.365,-0.34,112.24,0.02320,0.00419,0.18052,0.51603,0.74472
160,8,5.75,2.97,0.365,-0.34,127.3,0.01650,0.00525,0.31817,0.51603,0.74472
160,9,5.75,2.97,0.365,-0.34,142.35,0.01020,0.00503,0.49342,0.51603,0.74472
160,10,5.75,2.97,0.365,-0.34,157.41,0.00980,0.00455,0.46415,0.51603,0.74472
160,11,5.75,2.97,0.365,-0.34,172.47,0.01120,0.00608,0.5431,0.51603,0.74472
160,12,5.75,2.97,0.365,-0.34,187.53,0.00880,0.00640,0.72763,0.51603,0.74472
160,13,5.75,2.97,0.365,-0.34,202.59,0.01310,0.00801,0.61112,0.51603,0.74472
160,14,5.75,2.97,0.365,-0.34,217.65,0.01370,0.00391,0.28551,0.51603,0.74472
160,15,5.75,2.97,0.365,-0.34,232.7,0.01640,0.00567,0.3459,0.51603,0.74472
160,16,5.75,2.97,0.365,-0.34,247.76,0.01400,0.00369,0.26351,0.51603,0.74472
160,17,5.75,2.97,0.365,-0.34,262.81,0.02430,0.00705,0.28994,0.51603,0.74472
160,18,5.75,2.97,0.365,-0.34,277.86,0.03180,0.00635,0.19973,0.51603,0.74472
160,19,5.75,2.97,0.365,-0.34,292.9,0.03620,0.00714,0.19724,0.51603,0.74472
160,20,5.75,2.97,0.365,-0.34,307.93,0.06630,0.00934,0.14089,0.51603,0.74472
160,21,5.75,2.97,0.365,-0.34,322.78,0.09090,0.01632,0.17957,0.51603,0.74472
160,22,5.75,2.97,0.365,-0.34,337.51,0.12190,0.01422,0.11665,0.51603,0.74472
160,23,5.75,2.97,0.365,-0.34,352.52,0.13580,0.01301,0.0958,0.51603,0.74472
161,0,5.75,2.97,0.365,-0.45,7.76,0.14010,0.01483,0.10583,0.4413,0.59989
161,1,5.75,2.97,0.365,-0.45,22.66,0.10500,0.01216,0.11583,0.4413,0.59989
161,2,5.75,2.97,0.365,-0.45,37.33,0.05760,0.00885,0.15361,0.4413,0.59989
161,3,5.75,2.97,0.365,-0.45,51.94,0.04620,0.00716,0.155,0.4413,0.59989
161,4,5.75,2.97,0.365,-0.45,67.01,0.02880,0.00412,0.14299,0.4413,0.59989
161,5,5.75,2.97,0.365,-0.45,82.08,0.01620,0.00428,0.26421,0.4413,0.59989
161,6,5.75,2.97,0.365,-0.45,97.15,0.01840,0.00421,0.22858,0.4413,0.59989
161,7,5.75,2.97,0.365,-0.45,112.22,0.01300,0.00298,0.22948,0.4413,0.59989
161,8,5.75,2.97,0.365,-0.45,127.28,0.01260,0.00352,0.27959,0.4413,0.59989
161,9,5.75,2.97,0.365,-0.45,142.33,0.00000,0.00000,0,0.4413,0.59989
161,10,5.75,2.97,0.365,-0.45,157.42,0.01080,0.00439,0.40656,0.4413,0.59989
161,11,5.75,2.97,0.365,-0.45,172.49,0.00530,0.00396,0.74761,0.4413,0.59989
161,12,5.75,2.97,0.365,-0.45,187.51,0.00450,0.00268,0.59628,0.4413,0.59989
161,13,5.75,2.97,0.365,-0.45,202.58,0.00730,0.00292,0.39938,0.4413,0.59989
161,14,5.75,2.97,0.365,-0.45,217.67,0.00820,0.00341,0.41535,0.4413,0.59989
161,15,5.75,2.97,0.365,-0.45,232.72,0.01100,0.00364,0.33091,0.4413,0.59989
161,16,5.75,2.97,0.365,-0.45,247.78,0.01220,0.00389,0.31925,0.4413,0.59989
161,17,5.75,2.97,0.365,-0.45,262.85,0.01350,0.00319,0.23634,0.4413,0.59989
161,18,5.75,2.97,0.365,-0.45,277.92,0.01790,0.00358,0.20003,0.4413,0.59989
161,19,5.75,2.97,0.365,-0.45,292.99,0.02330,0.00495,0.21244,0.4413,0.59989
161,20,5.75,2.97,0.365,-0.45,308.06,0.04750,0.00907,0.19094,0.4413,0.59989
161,21,5.75,2.97,0.365,-0.45,322.67,0.06500,0.00764,0.11751,0.4413,0.59989
161,22,5.75,2.97,0.365,-0.45,337.34,0.11810,0.01032,0.08742,0.4413,0.59989
161,23,5.75,2.97,0.365,-0.45,352.24,0.17860,0.01556,0.08712,0.4413,0.59989
162,0,5.75,2.44,0.393,-0.21,7.48,0.00000,0.00000,0,0.63746,0.99538
162,1,5.75,2.44,0.393,-0.21,22.44,0.03580,0.02256,0.63017,0.63746,0.99538
162,2,5.75,2.44,0.393,-0.21,37.41,0.04510,0.02881,0.63878,0.63746,0.99538
162,3,5.75,2.44,0.393,-0.21,52.39,0.06220,0.03369,0.54171,0.63746,0.99538
162,4,5.75,2.44,0.393,-0.21,67.38,0.00000,0.00000,0,0.63746,0.99538
162,5,5.75,2.44,0.393,-0.21,82.37,0.00000,0.00000,0,0.63746,0.99538
162,6,5.75,2.44,0.393,-0.21,97.38,0.00000,0.00000,0,0.63746,0.99538
162,7,5.75,2.44,0.393,-0.21,112.39,0.00000,0.00000,0,0.63746,0.99538
162,8,5.75,2.44,0.393,-0.21,127.41,0.00000,0.00000,0,0.63746,0.99538
162,9,5.75,2.44,0.393,-0.21,142.43,0.00000,0.00000,0,0.63746,0.99538
162,10,5.75,2.44,0.393,-0.21,157.45,0.00000,0.00000,0,0.63746,0.99538
162,11,5.75,2.44,0.393,-0.21,172.48,0.00000,0.00000,0,0.63746,0.99538
162,12,5.75,2.44,0.393,-0.21,187.52,0.00000,0.00000,0,0.63746,0.99538
162,13,5.75,2.44,0.393,-0.21,202.55,0.00000,0.00000,0,0.63746,0.99538
162,14,5.75,2.44,0.393,-0.21,217.57,0.00000,0.00000,0,0.63746,0.99538
162,15,5.75,2.44,0.393,-0.21,232.59,0.00000,0.00000,0,0.63746,0.99538
162,16,5.75,2.44,0.393,-0.21,247.61,0.00000,0.00000,0,0.63746,0.99538
162,17,5.75,2.44,0.393,-0.21,262.62,0.00000,0.00000,0,0.63746,0.99538
162,18,5.75,2.44,0.393,-0.21,277.63,0.00000,0.00000,0,0.63746,0.99538
162,19,5.75,2.44,0.393,-0.21,292.62,0.00000,0.00000,0,0.63746,0.99538
162,20,5.75,2.44,0.393,-0.21,307.61,0.03080,0.01621,0.52634,0.63746,0.99538
162,21,5.75,2.44,0.393,-0.21,322.59,0.04390,0.01831,0.41707,0.63746,0.99538
162,22,5.75,2.44,0.393,-0.21,337.56,0.04880,0.01729,0.35431,0.63746,0.99538
162,23,5.75,2.44,0.393,-0.21,352.52,0.06710,0.03112,0.46372,0.63746,0.99538
163,0,5.75,2.48,0.4,-0.26,7.46,0.04790,0.00896,0.18696,0.58528,0.88573
163,1,5.75,2.48,0.4,-0.26,22.38,0.04540,0.00935,0.20593,0.58528,0.88573
163,2,5.75,2.48,0.4,-0.26,37.32,0.04400,0.00918,0.20866,0.58528,0.88573
163,3,5.75,2.48,0.4,-0.26,52.29,0.03890,0.00825,0.21206,0.58528,0.88573
163,4,5.75,2.48,0.4,-0.26,67.27,0.03370,0.01378,0.40903,0.58528,0.88573
163,5,5.75,2.48,0.4,-0.26,82.27,0.00000,0.00000,0,0.58528,0.88573
163,6,5.75,2.48,0.4,-0.26,97.29,0.00000,0.00000,0,0.58528,0.88573
163,7,5.75,2.48,0.4,-0.26,112.31,0.00000,0.00000,0,0.58528,0.88573
163,8,5.75,2.48,0.4,-0.26,127.35,0.00000,0.00000,0,0.58528,0.88573
163,9,5.75,2.48,0.4,-0.26,142.39,0.00000,0.00000,0,0.58528,0.88573
163,10,5.75,2.48,0.4,-0.26,157.42,0.00000,0.00000,0,0.58528,0.88573
163,11,5.75,2.48,0.4,-0.26,172.47,0.00000,0.00000,0,0.58528,0.88573
163,12,5.75,2.48,0.4,-0.26,187.53,0.00000,0.00000,0,0.58528,0.88573
163,13,5.75,2.48,0.4,-0.26,202.58,0.00000,0.00000,0,0.58528,0.88573
163,14,5.75,2.48,0.4,-0.26,217.61,0.00000,0.00000,0,0.58528,0.88573
163,15,5.75,2.48,0.4,-0.26,232.65,0.00000,0.00000,0,0.58528,0.88573
163,16,5.75,2.48,0.4,-0.26,247.69,0.00000,0.00000,0,0.58528,0.88573
163,17,5.75,2.48,0.4,-0.26,262.71,0.01820,0.00923,0.50719,0.58528,0.88573
163,18,5.75,2.48,0.4,-0.26,277.73,0.02220,0.01029,0.46344,0.58528,0.88573
163,19,5.75,2.48,0.4,-0.26,292.73,0.02840,0.00968,0.34075,0.58528,0.88573
163,20,5.75,2.48,0.4,-0.26,307.71,0.03090,0.01033,0.33423,0.58528,0.88573
163,21,5.75,2.48,0.4,-0.26,322.68,0.04050,0.01129,0.27875,0.58528,0.88573
163,22,5.75,2.48,0.4,-0.26,337.62,0.05230,0.00757,0.14467,0.58528,0.88573
163,23,5.75,2.48,0.4,-0.26,352.54,0.04180,0.00675,0.16157,0.58528,0.88573
164,0,5.75,2.48,0.399,-0.34,7.42,0.04340,0.00892,0.20553,0.51603,0.74472
164,1,5.75,2.48,0.399,-0.34,22.29,0.05170,0.01199,0.23189,0.51603,0.74472
164,2,5.75,2.48,0.399,-0.34,37.21,0.03790,0.00620,0.16361,0.51603,0.74472
164,3,5.75,2.48,0.399,-0.34,52.17,0.03690,0.00569,0.15409,0.51603,0.74472
164,4,5.75,2.48,0.399,-0.34,67.16,0.02080,0.00771,0.37069,0.51603,0.74472
164,5,5.75,2.48,0.399,-0.34,82.18,0.02530,0.01300,0.51367,0.51603,0.74472
164,6,5.75,2.48,0.399,-0.34,97.21,0.00000,0.00000,0,0.51603,0.74472
164,7,5.75,2.48,0.399,-0.34,112.25,0.00000,0.00000,0,0.51603,0.74472
164,8,5.75,2.48,0.399,-0.34,127.29,0.00000,0.00000,0,0.51603,0.74472
164,9,5.75,2.48,0.399,-0.34,142.35,0.00000,0.00000,0,0.51603,0.74472
164,10,5.75,2.48,0.399,-0.34,157.4,0.00000,0.00000,0,0.51603,0.74472
164,11,5.75,2.48,0.399,-0.34,172.47,0.00000,0.00000,0,0.51603,0.74472
164,12,5.75,2.48,0.399,-0.34,187.53,0.00000,0.00000,0,0.51603,0.74472
164,13,5.75,2.48,0.399,-0.34,202.6,0.00000,0.00000,0,0.51603,0.74472
164,14,5.75,2.48,0.399,-0.34,217.65,0.00000,0.00000,0,0.51603,0.74472
164,15,5.75,2.48,0.399,-0.34,232.71,0.00000,0.00000,0,0.51603,0.74472
164,16,5.75,2.48,0.399,-0.34,247.75,0.00000,0.00000,0,0.51603,0.74472
164,17,5.75,2.48,0.399,-0.34,262.79,0.00000,0.00000,0,0.51603,0.74472
164,18,5.75,2.48,0.399,-0.34,277.82,0.00000,0.00000,0,0.51603,0.74472
164,19,5.75,2.48,0.399,-0.34,292.84,0.02860,0.00918,0.32109,0.51603,0.74472
164,20,5.75,2.48,0.399,-0.34,307.83,0.03100,0.00701,0.22611,0.51603,0.74472
164,21,5.75,2.48,0.399,-0.34,322.79,0.05040,0.00743,0.14737,0.51603,0.74472
164,22,5.75,2.48,0.399,-0.34,337.71,0.05360,0.00742,0.13853,0.51603,0.74472
164,23,5.75,2.48,0.399,-0.34,352.58,0.05420,0.00652,0.12032,0.51603,0.74472
165,0,5.75,2.48,0.399,-0.45,7.37,0.04250,0.00573,0.13478,0.4413,0.59989
165,1,5.75,2.48,0.399,-0.45,22.16,0.03530,0.00815,0.23086,0.4413,0.59989
165,2,5.75,2.48,0.399,-0.45,37.06,0.02360,0.00734,0.31106,0.4413,0.59989
165,3,5.75,2.48,0.399,-0.45,52.04,0.02170,0.00483,0.22239,0.4413,0.59989
165,4,5.75,2.48,0.399,-0.45,67.06,0.02010,0.00397,0.19732,0.4413,0.59989
165,5,5.75,2.48,0.399,-0.45,82.1,0.00000,0.00000,0,0.4413,0.59989
165,6,5.75,2.48,0.399,-0.45,97.15,0.00000,0.00000,0,0.4413,0.59989
165,7,5.75,2.48,0.399,-0.45,112.21,0.00000,0.00000,0,0.4413,0.59989
165,8,5.75,2.48,0.399,-0.45,127.28,0.00000,0.00000,0,0.4413,0.59989
165,9,5.75,2.48,0.399,-0.45,142.33,0.00000,0.00000,0,0.4413,0.59989
165,10,5.75,2.48,0.399,-0.45,157.37,0.00000,0.00000,0,0.4413,0.59989
165,11,5.75,2.48,0.399,-0.45,172.47,0.00000,0.00000,0,0.4413,0.59989
165,12,5.75,2.48,0.399,-0.45,187.53,0.00000,0.00000,0,0.4413,0.59989
165,13,5.75,2.48,0.399,-0.45,202.63,0.00000,0.00000,0,0.4413,0.59989
165,14,5.75,2.48,0.399,-0.45,217.67,0.00000,0.00000,0,0.4413,0.59989
165,15,5.75,2.48,0.399,-0.45,232.72,0.00000,0.00000,0,0.4413,0.59989
165,16,5.75,2.48,0.399,-0.45,247.79,0.00000,0.00000,0,0.4413,0.59989
165,17,5.75,2.48,0.399,-0.45,262.85,0.00000,0.00000,0,0.4413,0.59989
165,18,5.75,2.48,0.399,-0.45,277.9,0.00000,0.00000,0,0.4413,0.59989
165,19,5.75,2.48,0.399,-0.45,292.94,0.01680,0.00461,0.27465,0.4413,0.59989
165,20,5.75,2.48,0.399,-0.45,307.96,0.02120,0.00520,0.24533,0.4413,0.59989
165,21,5.75,2.48,0.399,-0.45,322.94,0.02770,0.00460,0.1661,0.4413,0.59989
165,22,5.75,2.48,0.399,-0.45,337.84,0.03870,0.00481,0.12425,0.4413,0.59989
165,23,5.75,2.48,0.399,-0.45,352.63,0.04140,0.00434,0.10487,0.4413,0.59989
166,0,5.75,3.12,0.391,-0.21,7.48,0.04900,0.01534,0.31302,0.63746,0.99538
166,1,5.75,3.12,0.391,-0.21,22.45,0.07690,0.02887,0.37538,0.63746,0.99538
166,2,5.75,3.12,0.391,-0.21,37.42,0.06020,0.01940,0.32223,0.63746,0.99538
166,3,5.75,3.12,0.391,-0.21,52.4,0.03650,0.01704,0.4669,0.63746,0.99538
166,4,5.75,3.12,0.391,-0.21,67.39,0.08530,0.02907,0.34085,0.63746,0.99538
166,5,5.75,3.12,0.391,-0.21,82.39,0.07600,0.04016,0.52848,0.63746,0.99538
166,6,5.75,3.12,0.391,-0.21,97.39,0.00000,0.00000,0,0.63746,0.99538
166,7,5.75,3.12,0.391,-0.21,112.4,0.00000,0.00000,0,0.63746,0.99538
166,8,5.75,3.12,0.391,-0.21,127.42,0.00000,0.00000,0,0.63746,0.99538
166,9,5.75,3.12,0.391,-0.21,142.44,0.00000,0.00000,0,0.63746,0.99538
166,10,5.75,3.12,0.391,-0.21,157.47,0.00000,0.00000,0,0.63746,0.99538
166,11,5.75,3.12,0.391,-0.21,172.48,0.00000,0.00000,0,0.63746,0.99538
166,12,5.75,3.12,0.391,-0.21,187.52,0.00000,0.00000,0,0.63746,0.99538
166,13,5.75,3.12,0.391,-0.21,202.53,0.00000,0.00000,0,0.63746,0.99538
166,14,5.75,3.12,0.391,-0.21,217.56,0.00000,0.00000,0,0.63746,0.99538
166,15,5.75,3.12,0.391,-0.21,232.58,0.00000,0.00000,0,0.63746,0.99538
166,16,5.75,3.12,0.391,-0.21,247.6,0.00000,0.00000,0,0.63746,0.99538
166,17,5.75,3.12,0.391,-0.21,262.61,0.00000,0.00000,0,0.63746,0.99538
166,18,5.75,3.12,0.391,-0.21,277.61,0.00000,0.00000,0,0.63746,0.99538
166,19,5.75,3.12,0.391,-0.21,292.61,0.07110,0.02927,0.41164,0.63746,0.99538
166,20,5.75,3.12,0.391,-0.21,307.6,0.07860,0.03775,0.48025,0.63746,0.99538
166,21,5.75,3.12,0.391,-0.21,322.58,0.06400,0.02159,0.33729,0.63746,0.99538
166,22,5.75,3.12,0.391,-0.21,337.55,0.06510,0.02465,0.37861,0.63746,0.99538
166,23,5.75,3.12,0.391,-0.21,352.52,0.08360,0.04794,0.5735,0.63746,0.99538
167,0,5.75,3.18,0.399,-0.26,7.46,0.04500,0.00817,0.18153,0.58528,0.88573
167,1,5.75,3.18,0.399,-0.26,22.38,0.05120,0.00849,0.16577,0.58528,0.88573
167,2,5.75,3.18,0.399,-0.26,37.33,0.05360,0.00777,0.14496,0.58528,0.88573
167,3,5.75,3.18,0.399,-0.26,52.3,0.03990,0.00839,0.2102,0.58528,0.88573
167,4,5.75,3.18,0.399,-0.26,67.29,0.03790,0.00674,0.17772,0.58528,0.88573
167,5,5.75,3.18,0.399,-0.26,82.29,0.03300,0.00589,0.1784,0.58528,0.88573
167,6,5.75,3.18,0.399,-0.26,97.31,0.03340,0.00818,0.24502,0.58528,0.88573
167,7,5.75,3.18,0.399,-0.26,112.34,0.00000,0.00000,0,0.58528,0.88573
167,8,5.75,3.18,0.399,-0.26,127.37,0.00000,0.00000,0,0.58528,0.88573
167,9,5.75,3.18,0.399,-0.26,142.4,0.00000,0.00000,0,0.58528,0.88573
167,10,5.75,3.18,0.399,-0.26,157.44,0.00000,0.00000,0,0.58528,0.88573
167,11,5.75,3.18,0.399,-0.26,172.48,0.00000,0.00000,0,0.58528,0.88573
167,12,5.75,3.18,0.399,-0.26,187.52,0.00000,0.00000,0,0.58528,0.88573
167,13,5.75,3.18,0.399,-0.26,202.56,0.00000,0.00000,0,0.58528,0.88573
167,14,5.75,3.18,0.399,-0.26,217.6,0.00000,0.00000,0,0.58528,0.88573
167,15,5.75,3.18,0.399,-0.26,232.63,0.03160,0.02158,0.68285,0.58528,0.88573
167,16,5.75,3.18,0.399,-0.26,247.66,0.02910,0.00881,0.30272,0.58528,0.88573
167,17,5.75,3.18,0.399,-0.26,262.69,0.02300,0.00665,0.28925,0.58528,0.88573
167,18,5.75,3.18,0.399,-0.26,277.71,0.02850,0.00736,0.25822,0.58528,0.88573
167,19,5.75,3.18,0.399,-0.26,292.71,0.02960,0.00668,0.22582,0.58528,0.88573
167,20,5.75,3.18,0.399,-0.26,307.7,0.04780,0.01243,0.26013,0.58528,0.88573
167,21,5.75,3.18,0.399,-0.26,322.67,0.04940,0.00762,0.15429,0.58528,0.88573
167,22,5.75,3.18,0.399,-0.26,337.62,0.05820,0.01107,0.19017,0.58528,0.88573
167,23,5.75,3.18,0.399,-0.26,352.54,0.05880,0.00784,0.13332,0.58528,0.88573
168,0,5.75,3.18,0.4,-0.34,7.46,0.05550,0.00785,0.14143,0.51603,0.74472
168,1,5.75,3.18,0.4,-0.34,22.33,0.05680,0.00773,0.13616,0.51603,0.74472
168,2,5.75,3.18,0.4,-0.34,37.19,0.04690,0.00571,0.12183,0.51603,0.74472
168,3,5.75,3.18,0.4,-0.34,52.17,0.03970,0.00502,0.12657,0.51603,0.74472
168,4,5.75,3.18,0.4,-0.34,67.17,0.03590,0.00674,0.18762,0.51603,0.74472
168,5,5.75,3.18,0.4,-0.34,82.2,0.02000,0.00367,0.18337,0.51603,0.74472
168,6,5.75,3.18,0.4,-0.34,97.23,0.02190,0.00516,0.23572,0.51603,0.74472
168,7,5.75,3.18,0.4,-0.34,112.27,0.01250,0.00297,0.23745,0.51603,0.74472
168,8,5.75,3.18,0.4,-0.34,127.32,0.01490,0.00614,0.41208,0.51603,0.74472
168,9,5.75,3.18,0.4,-0.34,142.37,0.00000,0.00000,0,0.51603,0.74472
168,10,5.75,3.18,0.4,-0.34,157.43,0.01610,0.01146,0.71199,0.51603,0.74472
168,11,5.75,3.18,0.4,-0.34,172.48,0.00000,0.00000,0,0.51603,0.74472
168,12,5.75,3.18,0.4,-0.34,187.52,0.00000,0.00000,0,0.51603,0.74472
168,13,5.75,3.18,0.4,-0.34,202.57,0.01970,0.01262,0.64058,0.51603,0.74472
168,14,5.75,3.18,0.4,-0.34,217.63,0.01570,0.00475,0.3028,0.51603,0.74472
168,15,5.75,3.18,0.4,-0.34,232.68,0.01400,0.00767,0.54758,0.51603,0.74472
168,16,5.75,3.18,0.4,-0.34,247.73,0.01570,0.00382,0.24321,0.51603,0.74472
168,17,5.75,3.18,0.4,-0.34,262.77,0.02150,0.00494,0.2298,0.51603,0.74472
168,18,5.75,3.18,0.4,-0.34,277.8,0.02300,0.00430,0.18701,0.51603,0.74472
168,19,5.75,3.18,0.4,-0.34,292.83,0.03160,0.00549,0.17379,0.51603,0.74472
168,20,5.75,3.18,0.4,-0.34,307.83,0.04360,0.00828,0.18992,0.51603,0.74472
168,21,5.75,3.18,0.4,-0.34,322.81,0.05120,0.00620,0.12111,0.51603,0.74472
168,22,5.75,3.18,0.4,-0.34,337.67,0.06180,0.00659,0.10671,0.51603,0.74472
168,23,5.75,3.18,0.4,-0.34,352.54,0.06520,0.00694,0.10645,0.51603,0.74472
169,0,5.75,3.18,0.4,-0.45,7.52,0.06630,0.00757,0.11416,0.4413,0.59989
169,1,5.75,3.18,0.4,-0.45,22.49,0.05850,0.00716,0.12237,0.4413,0.59989
169,2,5.75,3.18,0.4,-0.45,37.08,0.04230,0.00450,0.10638,0.4413,0.59989
169,3,5.75,3.18,0.4,-0.45,52.03,0.03090,0.00432,0.13976,0.4413,0.59989
169,4,5.75,3.18,0.4,-0.45,67.07,0.01820,0.00354,0.19426,0.4413,0.59989
169,5,5.75,3.18,0.4,-0.45,82.12,0.01960,0.00476,0.24303,0.4413,0.59989
169,6,5.75,3.18,0.4,-0.45,97.18,0.01310,0.00292,0.22295,0.4413,0.59989
169,7,5.75,3.18,0.4,-0.45,112.24,0.01140,0.00305,0.26736,0.4413,0.59989
169,8,5.75,3.18,0.4,-0.45,127.29,0.00980,0.00233,0.23734,0.4413,0.59989
169,9,5.75,3.18,0.4,-0.45,142.34,0.00950,0.00448,0.47181,0.4413,0.59989
169,10,5.75,3.18,0.4,-0.45,157.41,0.00420,0.00228,0.54346,0.4413,0.59989
169,11,5.75,3.18,0.4,-0.45,172.46,0.00520,0.00264,0.50771,0.4413,0.59989
