bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,Helc_diff_D^4_sigma (nb/Gev^4),Helc_diff_D^4_sigma_stat_plus,Helc_diff_D^4_sigma_stat_minus,Helc_diff_D^4_sigma_sys_plus,Helc_diff_D^4_sigma_sys_minus,link
,,2.264,0.883,0.335,,338,,,,,,-0.0023045,0.00200216,0.00200216,0.306256,0.306256,
,,2.236,1.662,0.334,,8.4,,,,,,0.00045348,0.00140865,0.00140865,0.00013022,0.00013022,
,,2.269,1.401,0.335,,21.2,,,,,,0.0016799,0.000824686,0.000824686,0.000339988,0.000339988,
,,2.284,1.404,0.335,,36.3,,,,,,-0.000985055,0.000753288,0.000753288,0.000536003,0.000536003,
,,2.29,1.403,0.335,,51.5,,,,,,-0.000396953,0.000493195,0.000493195,0.000484922,0.000484922,
,,2.295,1.4,0.335,,66.7,,,,,,0.000604458,0.000523706,0.000523706,0.000313975,0.000313975,
,,2.299,1.397,0.336,,81.9,,,,,,-0.00203489,0.00124921,0.00124921,0.000772524,0.000772524,
,,2.295,1.387,0.335,,126.8,,,,,,0.001836,0.00135155,0.00135155,0.000372172,0.000372172,
,,2.298,1.39,0.333,,142.2,,,,,,0.00127753,0.0010984,0.0010984,0.000846275,0.000846275,
,,2.298,1.387,0.331,,157.1,,,,,,-0.00136867,0.00157838,0.00157838,8.92E-05,8.92E-05,
,,2.298,1.39,0.333,,217.8,,,,,,0.00100058,0.000634499,0.000634499,5.83E-05,5.83E-05,
,,2.306,1.393,0.336,,247.7,,,,,,0.00121528,0.00209511,0.00209511,0.00103917,0.00103917,
,,2.299,1.392,0.335,,263.1,,,,,,-0.00170184,0.00452281,0.00452281,9.92E-05,9.92E-05,
,,2.299,1.397,0.336,,278.1,,,,,,-0.000675569,0.00110377,0.00110377,0.000409777,0.000409777,
,,2.295,1.4,0.335,,293.3,,,,,,-0.00193666,0.0024807,0.0024807,0.000116957,0.000116957,
,,2.29,1.403,0.335,,308.5,,,,,,0.000370653,0.00045255,0.00045255,0.00013019,0.00013019,
,,2.284,1.404,0.335,,323.7,,,,,,-0.00180658,0.000698433,0.000698433,0.000118218,0.000118218,
,,2.269,1.401,0.335,,338.8,,,,,,0.000479672,0.000683328,0.000683328,0.000456072,0.000456072,
,,2.236,1.662,0.334,,351.6,,,,,,0.00179451,0.00138577,0.00138577,0.000252278,0.000252278,
,,2.843,0.159,0.332,,7.5,,,,,,-0.0418733,0.0130908,0.0130908,0.00383863,0.00383863,
,,2.843,0.159,0.332,,22.4,,,,,,-0.0252717,0.0132316,0.0132316,0.00911329,0.00911329,
,,2.843,0.159,0.332,,37.4,,,,,,0.0276321,0.00890039,0.00890039,0.00698696,0.00698696,
,,2.843,0.158,0.332,,52.3,,,,,,0.010801,0.0123885,0.0123885,0.00712097,0.00712097,
,,2.844,0.158,0.333,,67.3,,,,,,0.022305,0.00913218,0.00913218,0.00248288,0.00248288,
,,2.845,0.158,0.333,,82.3,,,,,,0.0235879,0.0128617,0.0128617,0.00171648,0.00171648,
,,2.846,0.157,0.333,,97.3,,,,,,0.040388,0.0187228,0.0187228,0.022065,0.022065,
,,2.846,0.157,0.333,,262.7,,,,,,-0.0480862,0.0411569,0.0411569,0.00378575,0.00378575,
,,2.845,0.158,0.333,,277.7,,,,,,-0.0215894,0.00804895,0.00804895,0.00164383,0.00164383,
,,2.844,0.158,0.333,,292.7,,,,,,-0.050879,0.0217003,0.0217003,0.00763767,0.00763767,
,,2.843,0.158,0.332,,307.7,,,,,,-0.0136878,0.0160071,0.0160071,0.0270402,0.0270402,
,,2.843,0.159,0.332,,322.6,,,,,,-0.0414365,0.00932541,0.00932541,0.00617495,0.00617495,
,,2.843,0.159,0.332,,337.6,,,,,,-0.0221849,0.0117462,0.0117462,0.0101524,0.0101524,
,,2.843,0.159,0.332,,352.5,,,,,,0.00588964,0.0100781,0.0100781,0.00492996,0.00492996,
,,2.86,0.205,0.334,,7.4,,,,,,0.00644614,0.0081888,0.0081888,0.00771307,0.00771307,
,,2.859,0.205,0.334,,22.3,,,,,,0.0311216,0.0097918,0.0097918,0.00304212,0.00304212,
,,2.858,0.205,0.334,,37.3,,,,,,0.00255271,0.00754318,0.00754318,0.00200155,0.00200155,
,,2.858,0.205,0.334,,52.2,,,,,,0.0190647,0.00652262,0.00652262,0.00248039,0.00248039,
,,2.857,0.204,0.334,,67.2,,,,,,0.0314235,0.00818859,0.00818859,0.00285569,0.00285569,
,,2.858,0.204,0.334,,82.2,,,,,,0.0178781,0.00776235,0.00776235,0.00474667,0.00474667,
,,2.858,0.204,0.335,,97.3,,,,,,0.00561789,0.00336471,0.00336471,0.00125716,0.00125716,
,,2.859,0.203,0.335,,112.3,,,,,,0.00528066,0.00422488,0.00422488,0.00325622,0.00325622,
,,2.861,0.203,0.335,,127.3,,,,,,0.0165615,0.00842331,0.00842331,0.00199497,0.00199497,
,,2.862,0.203,0.335,,142.4,,,,,,0.0225614,0.00948346,0.00948346,0.00307354,0.00307354,
,,2.862,0.203,0.335,,217.6,,,,,,0.00693942,0.0112017,0.0112017,0.00180528,0.00180528,
,,2.861,0.203,0.335,,232.7,,,,,,-0.00466328,0.0075757,0.0075757,0.00290053,0.00290053,
,,2.859,0.203,0.335,,247.7,,,,,,-0.0198208,0.00833359,0.00833359,0.0154708,0.0154708,
,,2.858,0.204,0.335,,262.7,,,,,,-0.0174826,0.00521404,0.00521404,0.00228783,0.00228783,
,,2.858,0.204,0.334,,277.8,,,,,,-0.0139314,0.00549456,0.00549456,0.00378266,0.00378266,
,,2.857,0.204,0.334,,292.8,,,,,,-0.0281201,0.00803606,0.00803606,0.00506155,0.00506155,
,,2.858,0.205,0.334,,307.8,,,,,,-0.029577,0.00707299,0.00707299,0.00212438,0.00212438,
,,2.858,0.205,0.334,,322.7,,,,,,-0.0292873,0.0066999,0.0066999,0.00252569,0.00252569,
,,2.859,0.205,0.334,,337.7,,,,,,-0.0101273,0.00681227,0.00681227,0.00139169,0.00139169,
,,2.86,0.205,0.334,,352.6,,,,,,0.00954088,0.0100037,0.0100037,0.00140695,0.00140695,
,,2.841,0.264,0.334,,7.5,,,,,,-0.007884,0.010036,0.010036,0.00672177,0.00672177,
,,2.857,0.264,0.334,,22.3,,,,,,0.00611366,0.0115691,0.0115691,0.0047605,0.0047605,
,,2.861,0.264,0.334,,37.1,,,,,,0.0393982,0.00621358,0.00621358,0.00269666,0.00269666,
,,2.859,0.264,0.334,,52.1,,,,,,0.0282086,0.00451967,0.00451967,0.00230705,0.00230705,
,,2.857,0.263,0.334,,67.1,,,,,,0.0226213,0.00505614,0.00505614,0.00203674,0.00203674,
,,2.857,0.263,0.335,,82.2,,,,,,0.0109342,0.00577385,0.00577385,0.00697667,0.00697667,
,,2.858,0.262,0.335,,97.2,,,,,,0.0189925,0.00380345,0.00380345,0.00134911,0.00134911,
,,2.859,0.262,0.335,,112.3,,,,,,0.00847465,0.0026818,0.0026818,0.000609855,0.000609855,
,,2.86,0.262,0.335,,127.3,,,,,,0.00257297,0.00216638,0.00216638,0.000968331,0.000968331,
,,2.861,0.262,0.335,,142.4,,,,,,0.0126439,0.00393391,0.00393391,0.00749582,0.00749582,
,,2.861,0.262,0.335,,157.4,,,,,,0.0116898,0.00390392,0.00390392,0.00120393,0.00120393,
,,2.862,0.262,0.335,,172.5,,,,,,0.00637537,0.00343155,0.00343155,0.00176207,0.00176207,
,,2.862,0.262,0.335,,187.5,,,,,,-0.0112622,0.00495529,0.00495529,0.00116508,0.00116508,
,,2.861,0.262,0.335,,202.6,,,,,,-0.00202076,0.00359546,0.00359546,0.0042994,0.0042994,
,,2.861,0.262,0.335,,217.6,,,,,,-0.00266318,0.00426652,0.00426652,0.000662888,0.000662888,
,,2.86,0.262,0.335,,232.7,,,,,,-0.00262332,0.00482318,0.00482318,0.00192923,0.00192923,
,,2.859,0.262,0.335,,247.7,,,,,,-0.0106942,0.0047024,0.0047024,0.00198673,0.00198673,
,,2.858,0.262,0.335,,262.8,,,,,,-0.00554777,0.00333528,0.00333528,0.000700821,0.000700821,
,,2.857,0.263,0.335,,277.8,,,,,,-0.0211069,0.0045909,0.0045909,0.00264487,0.00264487,
,,2.857,0.263,0.334,,292.9,,,,,,-0.023048,0.00710765,0.00710765,0.0019171,0.0019171,
,,2.859,0.264,0.334,,307.9,,,,,,-0.0252939,0.00638327,0.00638327,0.00255046,0.00255046,
,,2.861,0.264,0.334,,322.9,,,,,,-0.0333522,0.00630124,0.00630124,0.00202598,0.00202598,
,,2.857,0.264,0.334,,337.7,,,,,,-0.0104377,0.00593217,0.00593217,0.00178713,0.00178713,
,,2.841,0.264,0.334,,352.5,,,,,,-0.0495811,0.00869121,0.00869121,0.00316209,0.00316209,
,,2.764,0.342,0.335,,7.5,,,,,,0.0116747,0.0109777,0.0109777,0.00594374,0.00594374,
,,2.822,0.342,0.335,,22.5,,,,,,0.015688,0.00765138,0.00765138,0.00195666,0.00195666,
,,2.86,0.343,0.334,,37,,,,,,0.0168171,0.00477505,0.00477505,0.00212756,0.00212756,
,,2.858,0.342,0.334,,52,,,,,,0.0251666,0.00385662,0.00385662,0.00230149,0.00230149,
,,2.856,0.342,0.335,,67,,,,,,-0.00360106,0.00290275,0.00290275,0.000910426,0.000910426,
,,2.856,0.341,0.335,,82.1,,,,,,0.00934418,0.00349529,0.00349529,0.00241761,0.00241761,
,,2.857,0.341,0.335,,97.2,,,,,,0.00347772,0.00271762,0.00271762,0.00102727,0.00102727,
,,2.858,0.341,0.335,,112.2,,,,,,0.00687916,0.00227885,0.00227885,0.000677542,0.000677542,
,,2.859,0.341,0.335,,127.3,,,,,,0.00705343,0.0024957,0.0024957,0.00140276,0.00140276,
,,2.86,0.341,0.335,,142.3,,,,,,-0.00233732,0.00231909,0.00231909,0.00171203,0.00171203,
,,2.861,0.341,0.335,,172.5,,,,,,0.00525822,0.00234325,0.00234325,0.0011512,0.0011512,
,,2.861,0.341,0.335,,187.5,,,,,,-0.00323505,0.00270775,0.00270775,0.00229676,0.00229676,
,,2.86,0.341,0.335,,202.6,,,,,,-0.000464372,0.0021515,0.0021515,0.000210766,0.000210766,
,,2.86,0.341,0.335,,217.7,,,,,,-0.000403469,0.00153613,0.00153613,0.000955273,0.000955273,
,,2.859,0.341,0.335,,232.7,,,,,,-0.00808613,0.00219992,0.00219992,0.00144043,0.00144043,
,,2.858,0.341,0.335,,247.8,,,,,,-0.00852991,0.0038579,0.0038579,0.00173528,0.00173528,
,,2.857,0.341,0.335,,262.8,,,,,,-0.0134694,0.00384268,0.00384268,0.00101047,0.00101047,
,,2.856,0.341,0.335,,277.9,,,,,,-0.00663414,0.00330913,0.00330913,0.00230223,0.00230223,
,,2.856,0.342,0.335,,293,,,,,,-0.0142102,0.00332979,0.00332979,0.00327467,0.00327467,
,,2.858,0.342,0.334,,308,,,,,,-0.0174409,0.00554493,0.00554493,0.00105044,0.00105044,
,,2.86,0.343,0.334,,323,,,,,,-0.0207357,0.00385868,0.00385868,0.00198377,0.00198377,
,,2.764,0.342,0.335,,352.5,,,,,,-0.00412861,0.00922284,0.00922284,0.00776355,0.00776355,
,,2.755,0.448,0.335,,22.8,,,,,,0.00844262,0.00722944,0.00722944,0.00128588,0.00128588,
,,2.851,0.45,0.335,,37,,,,,,0.0227705,0.00456898,0.00456898,0.00157215,0.00157215,
,,2.855,0.449,0.334,,51.9,,,,,,0.0157861,0.00285437,0.00285437,0.00202867,0.00202867,
,,2.854,0.449,0.335,,67,,,,,,0.00522637,0.00199083,0.00199083,0.000814354,0.000814354,
,,2.854,0.448,0.335,,82.1,,,,,,0.0100945,0.00273059,0.00273059,0.000832123,0.000832123,
,,2.855,0.448,0.335,,97.1,,,,,,-0.000441345,0.00192137,0.00192137,0.000792901,0.000792901,
,,2.856,0.448,0.335,,112.2,,,,,,0.00105086,0.00212457,0.00212457,0.000715375,0.000715375,
,,2.858,0.447,0.335,,127.3,,,,,,0.00554355,0.00230342,0.00230342,0.000431781,0.000431781,
,,2.858,0.447,0.335,,142.3,,,,,,-0.00124282,0.00171547,0.00171547,0.000422202,0.000422202,
,,2.86,0.447,0.335,,157.4,,,,,,0.00279986,0.00174758,0.00174758,0.000342619,0.000342619,
,,2.859,0.447,0.335,,172.5,,,,,,-0.00110277,0.00209573,0.00209573,0.000340376,0.000340376,
,,2.859,0.447,0.335,,187.5,,,,,,-0.000936637,0.00165781,0.00165781,0.00131809,0.00131809,
,,2.86,0.447,0.335,,202.6,,,,,,0.00105267,0.00138888,0.00138888,0.000608863,0.000608863,
,,2.858,0.447,0.335,,217.7,,,,,,0.00144383,0.00144214,0.00144214,0.000724733,0.000724733,
,,2.858,0.447,0.335,,232.7,,,,,,-0.00228602,0.000991033,0.000991033,0.00101568,0.00101568,
,,2.856,0.448,0.335,,247.8,,,,,,-0.00148284,0.00283512,0.00283512,0.000392927,0.000392927,
,,2.855,0.448,0.335,,262.9,,,,,,-0.00593682,0.00222348,0.00222348,0.000455899,0.000455899,
,,2.854,0.448,0.335,,277.9,,,,,,-0.00812249,0.00188757,0.00188757,0.00170875,0.00170875,
,,2.854,0.449,0.335,,293,,,,,,-0.0122216,0.0024416,0.0024416,0.00104048,0.00104048,
,,2.855,0.449,0.334,,308.1,,,,,,-0.00901194,0.00338238,0.00338238,0.00217947,0.00217947,
,,2.851,0.45,0.335,,323,,,,,,0.000340089,0.00397214,0.00397214,0.00126685,0.00126685,
,,2.755,0.448,0.335,,337.2,,,,,,-0.0208575,0.00644682,0.00644682,0.0046653,0.0046653,
,,2.842,0.611,0.335,,36.8,,,,,,0.015085,0.00273084,0.00273084,0.00108707,0.00108707,
,,2.849,0.608,0.335,,51.8,,,,,,0.00588329,0.00176032,0.00176032,0.000524447,0.000524447,
,,2.85,0.607,0.335,,66.9,,,,,,0.00306108,0.00138506,0.00138506,0.000450295,0.000450295,
,,2.851,0.606,0.335,,82,,,,,,-0.000877584,0.00133133,0.00133133,0.00118029,0.00118029,
,,2.853,0.605,0.335,,97.1,,,,,,0.00394736,0.00168987,0.00168987,0.00102908,0.00102908,
,,2.857,0.605,0.335,,127.3,,,,,,0.00233487,0.00148863,0.00148863,0.000563183,0.000563183,
,,2.858,0.605,0.335,,142.3,,,,,,0.00162753,0.00122803,0.00122803,0.00304109,0.00304109,
,,2.859,0.605,0.335,,157.4,,,,,,0.00441918,0.00300354,0.00300354,0.000257686,0.000257686,
,,2.858,0.604,0.335,,172.4,,,,,,-0.0014504,0.00134189,0.00134189,0.000541651,0.000541651,
,,2.858,0.604,0.335,,187.6,,,,,,0.0031991,0.00194894,0.00194894,0.000195148,0.000195148,
,,2.859,0.605,0.335,,202.6,,,,,,-0.00109652,0.00113379,0.00113379,0.000563527,0.000563527,
,,2.858,0.605,0.335,,217.7,,,,,,-0.000950092,0.00105128,0.00105128,0.000378542,0.000378542,
,,2.857,0.605,0.335,,232.7,,,,,,-0.00108962,0.00108165,0.00108165,0.00070344,0.00070344,
,,2.855,0.605,0.335,,247.8,,,,,,-0.00169541,0.00218091,0.00218091,0.0019434,0.0019434,
,,2.853,0.605,0.335,,262.9,,,,,,-0.00334316,0.00156724,0.00156724,0.000465514,0.000465514,
,,2.851,0.606,0.335,,278,,,,,,-0.00426582,0.00117693,0.00117693,0.000387971,0.000387971,
,,2.85,0.607,0.335,,293.1,,,,,,-0.00338898,0.0012699,0.0012699,0.000592863,0.000592863,
,,2.849,0.608,0.335,,308.2,,,,,,-0.00279886,0.00164859,0.00164859,0.00140994,0.00140994,
,,2.842,0.611,0.335,,323.2,,,,,,-0.00603325,0.00260738,0.00260738,0.00131551,0.00131551,
,,2.835,0.873,0.335,,36.5,,,,,,0.00134515,0.00141621,0.00141621,0.000263337,0.000263337,
,,2.841,0.872,0.335,,51.7,,,,,,0.00143459,0.000734967,0.000734967,0.000157268,0.000157268,
,,2.844,0.87,0.335,,66.8,,,,,,0.00146012,0.000805455,0.000805455,0.000310781,0.000310781,
,,2.848,0.87,0.335,,82,,,,,,-0.00132001,0.00135758,0.00135758,0.000385947,0.000385947,
,,2.851,0.869,0.335,,97.1,,,,,,0.00217854,0.00185743,0.00185743,0.0002336,0.0002336,
,,2.857,0.868,0.335,,217.6,,,,,,0.000831183,0.000345176,0.000345176,0.000268685,0.000268685,
,,2.853,0.868,0.335,,247.9,,,,,,-0.00368678,0.00283677,0.00283677,0.00135236,0.00135236,
,,2.851,0.869,0.335,,262.9,,,,,,-0.00334868,0.00182965,0.00182965,0.000267829,0.000267829,
,,2.848,0.87,0.335,,278,,,,,,-0.000500582,0.000617218,0.000617218,0.00018266,0.00018266,
,,2.844,0.87,0.335,,293.2,,,,,,-0.00111963,0.000704582,0.000704582,0.000225783,0.000225783,
,,2.841,0.872,0.335,,308.3,,,,,,-0.00386498,0.000833117,0.000833117,0.000361313,0.000361313,
,,2.835,0.873,0.335,,323.5,,,,,,-0.00378615,0.00124981,0.00124981,0.00260231,0.00260231,
,,2.805,1.646,0.334,,7.9,,,,,,-0.000912655,0.00119425,0.00119425,0.000289371,0.000289371,
,,2.802,1.408,0.335,,22.4,,,,,,0.000073174,0.00077037,0.00077037,0.000195338,0.000195338,
,,2.818,1.385,0.335,,36.5,,,,,,0.000268574,0.000388942,0.000388942,0.000091825,0.000091825,
,,2.83,1.392,0.335,,51.7,,,,,,0.000442012,0.000331535,0.000331535,0.000114835,0.000114835,
,,2.839,1.393,0.335,,66.8,,,,,,0.000228946,0.00032495,0.00032495,9.99E-05,9.99E-05,
,,2.843,1.392,0.335,,81.9,,,,,,0.00064131,0.000769632,0.000769632,0.000173408,0.000173408,
,,2.855,1.39,0.337,,172.2,,,,,,-0.000802323,0.000661654,0.000661654,0.00035217,0.00035217,
,,2.855,1.39,0.337,,187.8,,,,,,0.000201869,0.000317907,0.000317907,4.83E-05,4.83E-05,
,,2.844,1.389,0.334,,263.1,,,,,,-0.00081714,0.00084287,0.00084287,0.000163633,0.000163633,
,,2.843,1.392,0.335,,278.1,,,,,,-0.000528032,0.00109203,0.00109203,7.83E-05,7.83E-05,
,,2.839,1.393,0.335,,293.2,,,,,,-5.24E-05,0.000212932,0.000212932,1.90E-05,1.90E-05,
,,2.818,1.385,0.335,,323.5,,,,,,-0.000796593,0.000513432,0.000513432,8.26E-05,8.26E-05,
,,2.802,1.408,0.335,,337.6,,,,,,0.00132957,0.000497544,0.000497544,0.000360373,0.000360373,
,,2.805,1.646,0.334,,352.1,,,,,,-0.000469084,0.00139911,0.00139911,0.000243734,0.000243734,
,,2.386,0.17,0.359,,7.5,,,,,,0.0177775,0.0350505,0.0350505,0.0390503,0.0390503,
,,2.387,0.17,0.359,,22.5,,,,,,0.0440643,0.0357603,0.0357603,0.00256937,0.00256937,
,,2.387,0.169,0.359,,37.4,,,,,,0.01327,0.0159259,0.0159259,0.00527075,0.00527075,
,,2.389,0.169,0.359,,67.4,,,,,,-0.0136818,0.0100033,0.0100033,0.000797778,0.000797778,
,,2.39,0.169,0.359,,82.4,,,,,,0.0153985,0.0119637,0.0119637,0.000897877,0.000897877,
,,2.389,0.169,0.359,,292.6,,,,,,0.0366875,0.0303997,0.0303997,0.00748752,0.00748752,
,,2.387,0.169,0.359,,322.6,,,,,,-0.0368169,0.0133547,0.0133547,0.00770829,0.00770829,
,,2.387,0.17,0.359,,337.5,,,,,,-0.0221935,0.029403,0.029403,0.00908356,0.00908356,
,,2.386,0.17,0.359,,352.5,,,,,,-0.0108366,0.0189902,0.0189902,0.00230683,0.00230683,
,,2.416,0.206,0.364,,7.5,,,,,,-0.0145233,0.0120592,0.0120592,0.0091854,0.0091854,
,,2.416,0.206,0.364,,22.4,,,,,,0.0148527,0.00526169,0.00526169,0.0115111,0.0115111,
,,2.417,0.205,0.364,,37.3,,,,,,0.0343737,0.00934509,0.00934509,0.00280245,0.00280245,
,,2.419,0.205,0.364,,52.3,,,,,,0.00343352,0.00594642,0.00594642,0.00243191,0.00243191,
,,2.42,0.205,0.364,,67.3,,,,,,0.00787657,0.00577149,0.00577149,0.00293596,0.00293596,
,,2.422,0.204,0.364,,82.3,,,,,,0.0129964,0.0101926,0.0101926,0.00300774,0.00300774,
,,2.423,0.204,0.365,,97.3,,,,,,0.0272991,0.0130835,0.0130835,0.0015918,0.0015918,
,,2.425,0.203,0.365,,247.7,,,,,,0.00935171,0.0131903,0.0131903,0.00119748,0.00119748,
,,2.423,0.204,0.365,,262.7,,,,,,-0.0068648,0.0100189,0.0100189,0.0145606,0.0145606,
,,2.422,0.204,0.364,,277.7,,,,,,-0.00747645,0.00577846,0.00577846,0.00438239,0.00438239,
,,2.42,0.205,0.364,,292.7,,,,,,-0.0147286,0.00881618,0.00881618,0.0305623,0.0305623,
,,2.419,0.205,0.364,,307.7,,,,,,0.0103515,0.00580994,0.00580994,0.00538951,0.00538951,
,,2.417,0.205,0.364,,322.7,,,,,,-0.0141039,0.00540522,0.00540522,0.00219101,0.00219101,
,,2.416,0.206,0.364,,337.6,,,,,,-0.0142608,0.0063777,0.0063777,0.00212418,0.00212418,
,,2.416,0.206,0.364,,352.5,,,,,,-0.0111637,0.00661059,0.00661059,0.00528367,0.00528367,
,,2.418,0.265,0.364,,7.4,,,,,,0.0127447,0.00568361,0.00568361,0.00479784,0.00479784,
,,2.418,0.265,0.364,,22.3,,,,,,-0.00230106,0.00811112,0.00811112,0.00478147,0.00478147,
,,2.419,0.264,0.364,,37.2,,,,,,0.015439,0.00396995,0.00396995,0.00110764,0.00110764,
,,2.42,0.264,0.364,,52.2,,,,,,0.00343635,0.00381598,0.00381598,0.00172847,0.00172847,
,,2.422,0.263,0.364,,67.2,,,,,,0.00542988,0.00458671,0.00458671,0.000812022,0.000812022,
,,2.425,0.263,0.365,,97.2,,,,,,0.0125643,0.0109449,0.0109449,0.00573004,0.00573004,
,,2.425,0.263,0.365,,262.8,,,,,,0.0114319,0.00349839,0.00349839,0.00263604,0.00263604,
,,2.423,0.263,0.365,,277.8,,,,,,-0.032457,0.0190806,0.0190806,0.00340761,0.00340761,
,,2.422,0.263,0.364,,292.8,,,,,,-0.00708042,0.00648847,0.00648847,0.00327546,0.00327546,
,,2.42,0.264,0.364,,307.8,,,,,,-0.0150306,0.00784518,0.00784518,0.00132578,0.00132578,
,,2.419,0.264,0.364,,322.8,,,,,,-0.0106735,0.00332839,0.00332839,0.00277467,0.00277467,
,,2.418,0.265,0.364,,337.7,,,,,,0.00185632,0.00522162,0.00522162,0.00124889,0.00124889,
,,2.418,0.265,0.364,,352.6,,,,,,0.00982049,0.00492143,0.00492143,0.00120938,0.00120938,
,,2.418,0.345,0.364,,7.4,,,,,,-0.00498297,0.00383886,0.00383886,0.00406971,0.00406971,
,,2.419,0.344,0.364,,22.2,,,,,,0.00139003,0.00428084,0.00428084,0.00171368,0.00171368,
,,2.419,0.343,0.364,,37.1,,,,,,0.018256,0.00420757,0.00420757,0.00163308,0.00163308,
,,2.421,0.343,0.364,,52.1,,,,,,0.005543,0.00339678,0.00339678,0.000596218,0.000596218,
,,2.422,0.342,0.364,,67.1,,,,,,0.00990593,0.00255325,0.00255325,0.00139038,0.00139038,
,,2.423,0.342,0.365,,82.1,,,,,,0.012767,0.00376346,0.00376346,0.0014909,0.0014909,
,,2.425,0.341,0.365,,97.2,,,,,,0.0046317,0.00331114,0.00331114,0.000513844,0.000513844,
,,2.425,0.341,0.365,,262.8,,,,,,0.00746438,0.00570407,0.00570407,0.000917676,0.000917676,
,,2.423,0.342,0.365,,277.9,,,,,,-0.00405077,0.00642968,0.00642968,0.00122432,0.00122432,
,,2.422,0.342,0.364,,292.9,,,,,,-0.0162508,0.00532857,0.00532857,0.00267515,0.00267515,
,,2.421,0.343,0.364,,307.9,,,,,,-0.00783748,0.00650424,0.00650424,0.00322062,0.00322062,
,,2.419,0.343,0.364,,322.9,,,,,,-0.0193272,0.00427865,0.00427865,0.00229401,0.00229401,
,,2.419,0.344,0.364,,337.8,,,,,,-0.00980901,0.00408691,0.00408691,0.00104072,0.00104072,
,,2.418,0.345,0.364,,352.6,,,,,,-0.00576063,0.00410507,0.00410507,0.00196467,0.00196467,
,,2.418,0.455,0.364,,7.3,,,,,,0.00685068,0.00375492,0.00375492,0.00137414,0.00137414,
,,2.418,0.454,0.364,,22.1,,,,,,0.0164659,0.0037369,0.0037369,0.00238025,0.00238025,
,,2.419,0.452,0.364,,37,,,,,,0.0175436,0.00276533,0.00276533,0.0011394,0.0011394,
,,2.42,0.45,0.364,,52,,,,,,0.00637348,0.00273243,0.00273243,0.000799792,0.000799792,
,,2.422,0.449,0.365,,67,,,,,,0.0069536,0.00250139,0.00250139,0.00164594,0.00164594,
,,2.423,0.449,0.365,,82.1,,,,,,0.00546671,0.00209278,0.00209278,0.00193841,0.00193841,
,,2.425,0.448,0.365,,97.1,,,,,,0.00657685,0.00585238,0.00585238,0.00701079,0.00701079,
,,2.428,0.447,0.365,,142.3,,,,,,0.00931155,0.0182638,0.0182638,0.000542952,0.000542952,
,,2.428,0.447,0.365,,217.7,,,,,,-0.00351541,0.0056248,0.0056248,0.000204982,0.000204982,
,,2.423,0.449,0.365,,277.9,,,,,,-0.0109841,0.00306677,0.00306677,0.0015143,0.0015143,
,,2.422,0.449,0.365,,293,,,,,,-0.0045865,0.00290632,0.00290632,0.00211751,0.00211751,
,,2.42,0.45,0.364,,308,,,,,,-0.00793877,0.0035968,0.0035968,0.00190408,0.00190408,
,,2.419,0.452,0.364,,323,,,,,,-0.0159212,0.00368983,0.00368983,0.00416931,0.00416931,
,,2.418,0.454,0.364,,337.9,,,,,,-0.00785062,0.00283866,0.00283866,0.000513595,0.000513595,
,,2.418,0.455,0.364,,352.7,,,,,,-0.00123797,0.00295533,0.00295533,0.000330065,0.000330065,
,,2.413,0.621,0.364,,7.2,,,,,,0.00546702,0.0025874,0.0025874,0.00130037,0.00130037,
,,2.417,0.618,0.364,,21.8,,,,,,0.00113719,0.0029762,0.0029762,0.00199385,0.00199385,
,,2.417,0.613,0.364,,36.7,,,,,,0.00674244,0.00187862,0.00187862,0.000754382,0.000754382,
,,2.419,0.61,0.365,,51.8,,,,,,0.00777313,0.00191255,0.00191255,0.000573268,0.000573268,
,,2.421,0.608,0.365,,66.9,,,,,,0.00524354,0.00136076,0.00136076,0.00142379,0.00142379,
,,2.423,0.607,0.365,,82,,,,,,0.00446333,0.00220156,0.00220156,0.0016458,0.0016458,
,,2.427,0.605,0.365,,127.2,,,,,,-0.0177803,0.0337802,0.0337802,0.00320147,0.00320147,
,,2.428,0.605,0.365,,142.3,,,,,,-0.0177118,0.033523,0.033523,0.0021464,0.0021464,
,,2.429,0.605,0.365,,157.4,,,,,,0.00416462,0.0158734,0.0158734,0.00162738,0.00162738,
,,2.428,0.605,0.365,,172.4,,,,,,0.000878934,0.00158913,0.00158913,0.000617032,0.000617032,
,,2.428,0.605,0.365,,187.6,,,,,,-0.00164136,0.00142446,0.00142446,0.000562985,0.000562985,
,,2.429,0.605,0.365,,202.6,,,,,,-0.00208612,0.00122651,0.00122651,0.00111221,0.00111221,
,,2.428,0.605,0.365,,217.7,,,,,,0.00341642,0.00376794,0.00376794,0.00143584,0.00143584,
,,2.427,0.605,0.365,,232.8,,,,,,0.00719071,0.005867,0.005867,0.00194146,0.00194146,
,,2.423,0.607,0.365,,278,,,,,,0.0015883,0.00190358,0.00190358,0.00088681,0.00088681,
,,2.421,0.608,0.365,,293.1,,,,,,-0.00235919,0.00136221,0.00136221,0.000347946,0.000347946,
,,2.419,0.61,0.365,,308.2,,,,,,-0.0127504,0.00259345,0.00259345,0.00115966,0.00115966,
,,2.417,0.613,0.364,,323.3,,,,,,-0.00478182,0.00172918,0.00172918,0.000457839,0.000457839,
