bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,Helc_diff_D^4_sigma (nb/Gev^4),Helc_diff_D^4_sigma_stat_plus,Helc_diff_D^4_sigma_stat_minus,Helc_diff_D^4_sigma_sys_plus,Helc_diff_D^4_sigma_sys_minus,link
,,1.489,0.865,0.184,,247.9,,,,,,0.0353135,0.0311351,0.0311351,0.00512021,0.00512021,
,,1.489,0.866,0.185,,263,,,,,,0.00190524,0.00725331,0.00725331,0.000993027,0.000993027,
,,1.489,0.866,0.185,,278.1,,,,,,0.00206614,0.0023931,0.0023931,0.00115887,0.00115887,
,,1.488,0.866,0.185,,293.2,,,,,,-0.00253774,0.00269686,0.00269686,0.00140945,0.00140945,
,,1.488,0.866,0.185,,308.4,,,,,,-0.00385002,0.00688407,0.00688407,0.000709622,0.000709622,
,,1.487,0.864,0.185,,323.5,,,,,,-0.00623218,0.0063943,0.0063943,0.00203487,0.00203487,
,,1.484,0.875,0.185,,337.8,,,,,,-0.0107109,0.00861418,0.00861418,0.00481895,0.00481895,
,,1.485,1.38,0.186,,7.1,,,,,,-0.00491042,0.00310429,0.00310429,0.000674361,0.000674361,
,,1.486,1.381,0.185,,21.7,,,,,,0.000661017,0.00247879,0.00247879,0.00242798,0.00242798,
,,1.487,1.382,0.185,,36.6,,,,,,-0.00123413,0.00230512,0.00230512,0.000175783,0.000175783,
,,1.488,1.382,0.185,,51.6,,,,,,0.000191637,0.0010165,0.0010165,0.00183277,0.00183277,
,,1.489,1.382,0.185,,66.8,,,,,,0.000856792,0.000896974,0.000896974,0.000347746,0.000347746,
,,1.489,1.382,0.185,,293.2,,,,,,0.00101493,0.001175,0.001175,0.000630125,0.000630125,
,,1.488,1.382,0.185,,308.4,,,,,,-0.000423044,0.0019658,0.0019658,0.000810336,0.000810336,
,,1.487,1.382,0.185,,323.4,,,,,,-0.00222034,0.00170845,0.00170845,0.000485778,0.000485778,
,,1.486,1.381,0.185,,338.3,,,,,,0.00136342,0.00163532,0.00163532,0.000398533,0.000398533,
,,1.485,1.38,0.186,,352.9,,,,,,-0.00056418,0.00238149,0.00238149,5.24772,5.24772,
,,1.667,0.109,0.185,,52.3,,,,,,0.335212,0.109395,0.109395,0.0465011,0.0465011,
,,1.669,0.109,0.185,,67.1,,,,,,0.39737,0.0949936,0.0949936,0.140838,0.140838,
,,1.67,0.109,0.185,,82.1,,,,,,0.1919,0.0569369,0.0569369,0.0321203,0.0321203,
,,1.67,0.108,0.185,,97.2,,,,,,0.231862,0.0541424,0.0541424,0.0225801,0.0225801,
,,1.671,0.108,0.185,,112.2,,,,,,0.196058,0.05545,0.05545,0.0406554,0.0406554,
,,1.671,0.108,0.185,,127.3,,,,,,0.163003,0.0539952,0.0539952,0.033642,0.033642,
,,1.671,0.108,0.185,,142.3,,,,,,-0.0279568,0.0464618,0.0464618,0.0168465,0.0168465,
,,1.672,0.108,0.185,,157.4,,,,,,0.0879899,0.0469269,0.0469269,0.0172234,0.0172234,
,,1.672,0.108,0.185,,172.5,,,,,,0.0500375,0.0621756,0.0621756,0.031812,0.031812,
,,1.672,0.108,0.185,,187.5,,,,,,0.0299454,0.0577279,0.0577279,0.0266778,0.0266778,
,,1.672,0.108,0.185,,202.6,,,,,,-0.145901,0.0375805,0.0375805,0.0127054,0.0127054,
,,1.671,0.108,0.185,,217.7,,,,,,0.021898,0.0372743,0.0372743,0.00749405,0.00749405,
,,1.671,0.108,0.185,,232.7,,,,,,0.0265404,0.0577017,0.0577017,0.0491856,0.0491856,
,,1.671,0.108,0.185,,247.8,,,,,,-0.193338,0.0531588,0.0531588,0.0169254,0.0169254,
,,1.67,0.108,0.185,,262.8,,,,,,-0.187946,0.0478223,0.0478223,0.0156573,0.0156573,
,,1.67,0.109,0.185,,277.9,,,,,,-0.212908,0.0578074,0.0578074,0.0576627,0.0576627,
,,1.669,0.109,0.185,,292.9,,,,,,-0.604682,0.0991728,0.0991728,0.114344,0.114344,
,,1.667,0.109,0.185,,307.7,,,,,,-0.43247,0.102215,0.102215,0.10158,0.10158,
,,1.666,0.153,0.185,,52.3,,,,,,0.357291,0.0563723,0.0563723,0.032423,0.032423,
,,1.67,0.153,0.185,,67,,,,,,0.287405,0.0535613,0.0535613,0.0182526,0.0182526,
,,1.67,0.153,0.185,,82.1,,,,,,0.182186,0.0351245,0.0351245,0.0192065,0.0192065,
,,1.671,0.153,0.185,,97.1,,,,,,0.150488,0.0314375,0.0314375,0.0154124,0.0154124,
,,1.671,0.153,0.185,,112.2,,,,,,0.12361,0.0284193,0.0284193,0.0121947,0.0121947,
,,1.672,0.153,0.185,,127.3,,,,,,0.0848155,0.0278666,0.0278666,0.0153142,0.0153142,
,,1.672,0.153,0.185,,142.3,,,,,,0.136037,0.0316465,0.0316465,0.0136551,0.0136551,
,,1.672,0.153,0.185,,157.4,,,,,,0.0995885,0.019417,0.019417,0.00764817,0.00764817,
,,1.672,0.153,0.185,,172.5,,,,,,-0.0178172,0.0263858,0.0263858,0.0152851,0.0152851,
,,1.672,0.153,0.185,,187.5,,,,,,0.0453361,0.0250924,0.0250924,0.0127841,0.0127841,
,,1.672,0.153,0.185,,202.6,,,,,,-0.0626869,0.0190191,0.0190191,0.0128178,0.0128178,
,,1.672,0.153,0.185,,217.7,,,,,,-0.017672,0.0235393,0.0235393,0.0117237,0.0117237,
,,1.672,0.153,0.185,,232.7,,,,,,-0.0856778,0.0250023,0.0250023,0.0171441,0.0171441,
,,1.671,0.153,0.185,,247.8,,,,,,-0.111309,0.0370918,0.0370918,0.0181242,0.0181242,
,,1.671,0.153,0.185,,262.9,,,,,,-0.134923,0.0301707,0.0301707,0.0246117,0.0246117,
,,1.67,0.153,0.185,,277.9,,,,,,-0.16923,0.0363018,0.0363018,0.0197824,0.0197824,
,,1.67,0.153,0.185,,293,,,,,,-0.130924,0.0489052,0.0489052,0.0187274,0.0187274,
,,1.666,0.153,0.185,,307.7,,,,,,-0.492857,0.072292,0.072292,0.0750185,0.0750185,
,,1.667,0.204,0.185,,52.2,,,,,,0.159102,0.0462175,0.0462175,0.0297116,0.0297116,
,,1.67,0.203,0.185,,66.9,,,,,,0.265448,0.0383092,0.0383092,0.0159798,0.0159798,
,,1.671,0.203,0.185,,82,,,,,,0.107028,0.0300059,0.0300059,0.0212066,0.0212066,
,,1.671,0.203,0.185,,97.1,,,,,,0.125477,0.022005,0.022005,0.0106378,0.0106378,
,,1.672,0.203,0.185,,112.2,,,,,,0.0544975,0.0215889,0.0215889,0.00569628,0.00569628,
,,1.672,0.203,0.185,,127.3,,,,,,0.0997518,0.0265019,0.0265019,0.0259266,0.0259266,
,,1.672,0.203,0.185,,142.3,,,,,,0.0171383,0.0257654,0.0257654,0.0158519,0.0158519,
,,1.672,0.203,0.185,,157.4,,,,,,0.0020092,0.0175249,0.0175249,0.00263926,0.00263926,
,,1.673,0.203,0.185,,172.5,,,,,,0.033813,0.0166608,0.0166608,0.00430939,0.00430939,
,,1.673,0.203,0.185,,187.5,,,,,,0.00690971,0.0197486,0.0197486,0.0120257,0.0120257,
,,1.672,0.203,0.185,,202.6,,,,,,-0.0643336,0.0215744,0.0215744,0.0128345,0.0128345,
,,1.672,0.203,0.185,,217.7,,,,,,-0.0274373,0.0156454,0.0156454,0.0120397,0.0120397,
,,1.672,0.203,0.185,,232.7,,,,,,-0.0459587,0.0213048,0.0213048,0.0127799,0.0127799,
,,1.672,0.203,0.185,,247.8,,,,,,-0.0614992,0.023724,0.023724,0.00810836,0.00810836,
,,1.671,0.203,0.185,,262.9,,,,,,-0.106761,0.024674,0.024674,0.00924061,0.00924061,
,,1.671,0.203,0.185,,278,,,,,,-0.116549,0.02372,0.02372,0.00959498,0.00959498,
,,1.67,0.203,0.185,,293.1,,,,,,-0.193277,0.0330816,0.0330816,0.0176672,0.0176672,
,,1.667,0.204,0.185,,307.8,,,,,,-0.393559,0.0630111,0.0630111,0.264515,0.264515,
,,1.668,0.262,0.185,,51.9,,,,,,0.191011,0.0303835,0.0303835,0.0148575,0.0148575,
,,1.67,0.262,0.185,,66.9,,,,,,0.0763926,0.0231821,0.0231821,0.0209308,0.0209308,
,,1.671,0.262,0.185,,82,,,,,,0.0575852,0.0209684,0.0209684,0.0172001,0.0172001,
,,1.671,0.262,0.185,,97.1,,,,,,0.113716,0.0172862,0.0172862,0.00951251,0.00951251,
,,1.672,0.262,0.185,,112.2,,,,,,0.0413859,0.0129751,0.0129751,0.0111537,0.0111537,
,,1.672,0.262,0.185,,127.3,,,,,,0.0705558,0.0171134,0.0171134,0.0141855,0.0141855,
,,1.672,0.262,0.185,,142.3,,,,,,0.0804837,0.019116,0.019116,0.00522278,0.00522278,
,,1.673,0.262,0.185,,157.4,,,,,,-0.0027173,0.0107114,0.0107114,0.00456145,0.00456145,
,,1.673,0.262,0.185,,172.5,,,,,,0.00855699,0.0114368,0.0114368,0.00418405,0.00418405,
,,1.673,0.262,0.185,,202.6,,,,,,-0.0282501,0.0152115,0.0152115,0.00325692,0.00325692,
,,1.672,0.262,0.185,,217.7,,,,,,-0.0237052,0.0114392,0.0114392,0.00873628,0.00873628,
,,1.672,0.262,0.185,,232.7,,,,,,-0.0489512,0.0147331,0.0147331,0.00646164,0.00646164,
,,1.672,0.262,0.185,,247.8,,,,,,-0.00676821,0.0137491,0.0137491,0.00214119,0.00214119,
,,1.671,0.262,0.185,,262.9,,,,,,-0.0495981,0.0125151,0.0125151,0.00649282,0.00649282,
,,1.671,0.262,0.185,,278,,,,,,-0.0636726,0.017251,0.017251,0.00701211,0.00701211,
,,1.67,0.262,0.185,,293.1,,,,,,-0.108495,0.0218006,0.0218006,0.0110016,0.0110016,
,,1.668,0.262,0.185,,308.1,,,,,,-0.198693,0.0320438,0.0320438,0.139065,0.139065,
,,1.669,0.341,0.185,,51.7,,,,,,0.134678,0.0201257,0.0201257,0.0163748,0.0163748,
,,1.67,0.34,0.185,,66.9,,,,,,0.0632285,0.0153927,0.0153927,0.0098264,0.0098264,
,,1.671,0.34,0.185,,82,,,,,,0.0589641,0.0123581,0.0123581,0.00659738,0.00659738,
,,1.671,0.34,0.185,,97.1,,,,,,0.0145353,0.0104623,0.0104623,0.00281435,0.00281435,
,,1.672,0.34,0.185,,112.2,,,,,,0.0275698,0.00780524,0.00780524,0.00450083,0.00450083,
,,1.672,0.34,0.185,,127.2,,,,,,0.0150708,0.00896127,0.00896127,0.00392351,0.00392351,
,,1.673,0.34,0.185,,142.3,,,,,,0.0232695,0.00959914,0.00959914,0.00266381,0.00266381,
,,1.673,0.34,0.185,,157.4,,,,,,0.034894,0.0108402,0.0108402,0.00757938,0.00757938,
,,1.673,0.34,0.185,,172.5,,,,,,-0.00458515,0.0113058,0.0113058,0.00318649,0.00318649,
,,1.673,0.34,0.185,,187.5,,,,,,0.00492746,0.010039,0.010039,0.00317066,0.00317066,
,,1.673,0.34,0.185,,202.6,,,,,,0.00145842,0.0098391,0.0098391,0.00208679,0.00208679,
,,1.673,0.34,0.185,,217.7,,,,,,-0.00203944,0.00808507,0.00808507,0.00153043,0.00153043,
,,1.672,0.34,0.185,,232.8,,,,,,-0.0478679,0.0125219,0.0125219,0.00656496,0.00656496,
,,1.672,0.34,0.185,,247.8,,,,,,-0.0253585,0.0114833,0.0114833,0.00239733,0.00239733,
,,1.671,0.34,0.185,,262.9,,,,,,-0.0400851,0.0108762,0.0108762,0.00365679,0.00365679,
,,1.671,0.34,0.185,,278,,,,,,-0.0611569,0.0131039,0.0131039,0.00635093,0.00635093,
,,1.67,0.34,0.185,,293.1,,,,,,-0.0762544,0.0160641,0.0160641,0.00728042,0.00728042,
,,1.669,0.341,0.185,,308.3,,,,,,-0.0985546,0.0210964,0.0210964,0.0564863,0.0564863,
,,1.668,0.447,0.185,,51.7,,,,,,0.0380819,0.0116227,0.0116227,0.0049796,0.0049796,
,,1.67,0.447,0.185,,66.9,,,,,,0.023068,0.00987129,0.00987129,0.00294168,0.00294168,
,,1.67,0.447,0.185,,82,,,,,,0.0374361,0.00995774,0.00995774,0.00582044,0.00582044,
,,1.671,0.447,0.185,,97.1,,,,,,0.0148501,0.00540952,0.00540952,0.00204358,0.00204358,
,,1.672,0.447,0.185,,112.2,,,,,,0.0129177,0.0050282,0.0050282,0.00234668,0.00234668,
,,1.672,0.447,0.185,,127.2,,,,,,0.00767266,0.00523045,0.00523045,0.00564848,0.00564848,
,,1.673,0.447,0.185,,142.3,,,,,,0.0113317,0.00658087,0.00658087,0.00506876,0.00506876,
,,1.673,0.447,0.185,,157.4,,,,,,0.0025744,0.0049822,0.0049822,0.00278337,0.00278337,
,,1.673,0.447,0.185,,172.5,,,,,,0.0152428,0.00550532,0.00550532,0.00140284,0.00140284,
,,1.673,0.447,0.185,,187.5,,,,,,-0.00112152,0.00468476,0.00468476,0.00396179,0.00396179,
,,1.673,0.447,0.185,,202.6,,,,,,-0.00530758,0.00846014,0.00846014,0.00286308,0.00286308,
,,1.673,0.447,0.185,,217.7,,,,,,-0.00487023,0.00582225,0.00582225,0.00247045,0.00247045,
,,1.672,0.447,0.185,,232.8,,,,,,-0.00156975,0.00540655,0.00540655,0.00174563,0.00174563,
,,1.672,0.447,0.185,,247.8,,,,,,-0.00660504,0.00671299,0.00671299,0.0022079,0.0022079,
,,1.671,0.447,0.185,,262.9,,,,,,-0.0244132,0.00652018,0.00652018,0.00334565,0.00334565,
,,1.67,0.447,0.185,,278,,,,,,-0.016319,0.00588427,0.00588427,0.00171621,0.00171621,
,,1.67,0.447,0.185,,293.1,,,,,,-0.0374559,0.0106,0.0106,0.00405458,0.00405458,
,,1.668,0.447,0.185,,308.3,,,,,,-0.0378302,0.0130193,0.0130193,0.00713522,0.00713522,
,,1.665,0.604,0.185,,36.7,,,,,,0.0368792,0.00923752,0.00923752,0.00358025,0.00358025,
,,1.668,0.604,0.185,,51.7,,,,,,0.0133003,0.00509527,0.00509527,0.00173083,0.00173083,
,,1.669,0.604,0.185,,66.9,,,,,,0.00800695,0.00458872,0.00458872,0.00267726,0.00267726,
,,1.67,0.604,0.185,,82,,,,,,0.00721288,0.00431787,0.00431787,0.00395413,0.00395413,
,,1.671,0.604,0.185,,97.1,,,,,,0.00667389,0.00390092,0.00390092,0.00125358,0.00125358,
,,1.672,0.604,0.185,,112.2,,,,,,0.00724522,0.00375639,0.00375639,0.00152552,0.00152552,
,,1.673,0.604,0.185,,127.2,,,,,,0.0112741,0.0033166,0.0033166,0.00195009,0.00195009,
,,1.673,0.604,0.185,,142.3,,,,,,-0.00896312,0.00465652,0.00465652,0.00130597,0.00130597,
,,1.673,0.604,0.185,,157.4,,,,,,-0.00194564,0.00343211,0.00343211,0.00146753,0.00146753,
,,1.673,0.604,0.185,,172.5,,,,,,-0.00567433,0.00431437,0.00431437,0.00412966,0.00412966,
,,1.673,0.604,0.185,,187.5,,,,,,0.0181122,0.0110715,0.0110715,0.00268895,0.00268895,
,,1.673,0.604,0.185,,202.6,,,,,,0.00833459,0.00412666,0.00412666,0.00341102,0.00341102,
,,1.673,0.604,0.185,,232.8,,,,,,0.000593014,0.00339658,0.00339658,0.00141058,0.00141058,
,,1.672,0.604,0.185,,247.8,,,,,,-0.0020784,0.00401019,0.00401019,0.00359135,0.00359135,
,,1.671,0.604,0.185,,262.9,,,,,,-0.0173915,0.00487162,0.00487162,0.00118497,0.00118497,
,,1.67,0.604,0.185,,278,,,,,,-0.0118542,0.00421084,0.00421084,0.00174839,0.00174839,
,,1.669,0.604,0.185,,293.1,,,,,,-0.0038504,0.00522135,0.00522135,0.000646265,0.000646265,
,,1.668,0.604,0.185,,308.3,,,,,,-0.0145913,0.00598132,0.00598132,0.00417734,0.00417734,
,,1.665,0.604,0.185,,323.3,,,,,,-0.0320187,0.0104734,0.0104734,0.301514,0.301514,
,,1.658,0.937,0.184,,7.8,,,,,,-0.00384022,0.0087283,0.0087283,0.00308678,0.00308678,
,,1.661,0.867,0.185,,22.2,,,,,,0.00297353,0.00572888,0.00572888,0.00207005,0.00207005,
,,1.665,0.862,0.186,,36.7,,,,,,0.00969464,0.00381806,0.00381806,0.000704074,0.000704074,
,,1.667,0.864,0.185,,51.8,,,,,,0.00782011,0.00228684,0.00228684,0.000961162,0.000961162,
,,1.669,0.865,0.185,,66.9,,,,,,-0.00267592,0.00239664,0.00239664,0.000858935,0.000858935,
,,1.67,0.865,0.185,,82,,,,,,0.00668477,0.00442234,0.00442234,0.000597245,0.000597245,
,,1.671,0.865,0.185,,97.1,,,,,,-0.00310698,0.00205791,0.00205791,0.000461039,0.000461039,
,,1.673,0.865,0.185,,127.2,,,,,,-0.00153161,0.0035905,0.0035905,0.00181322,0.00181322,
,,1.673,0.865,0.185,,142.3,,,,,,-0.00264741,0.00200864,0.00200864,0.00349276,0.00349276,
,,1.673,0.865,0.185,,217.7,,,,,,0.00142719,0.00284824,0.00284824,0.000513355,0.000513355,
,,1.673,0.865,0.185,,232.8,,,,,,0.00475972,0.00284829,0.00284829,0.000455498,0.000455498,
,,1.672,0.865,0.185,,247.8,,,,,,-0.0110825,0.00395752,0.00395752,0.001574,0.001574,
,,1.671,0.865,0.185,,262.9,,,,,,-0.00439489,0.0019497,0.0019497,0.000827587,0.000827587,
,,1.67,0.865,0.185,,278,,,,,,-0.00342435,0.0013771,0.0013771,0.000777657,0.000777657,
,,1.669,0.865,0.185,,293.1,,,,,,-0.000242038,0.00214442,0.00214442,0.00159797,0.00159797,
,,1.667,0.864,0.185,,308.2,,,,,,-0.00936177,0.00299695,0.00299695,0.0018247,0.0018247,
,,1.665,0.862,0.186,,323.3,,,,,,-0.00428426,0.00437948,0.00437948,0.0018076,0.0018076,
,,1.661,0.867,0.185,,337.8,,,,,,-0.00953335,0.00531296,0.00531296,0.00370602,0.00370602,
,,1.658,0.937,0.184,,352.2,,,,,,-0.0449862,0.0126872,0.0126872,0.00426632,0.00426632,
,,1.659,1.372,0.186,,7.3,,,,,,-0.000238203,0.00124238,0.00124238,0.000924369,0.000924369,
,,1.661,1.376,0.186,,21.9,,,,,,-0.000667963,0.00141086,0.00141086,0.000469626,0.000469626,
,,1.664,1.379,0.186,,36.8,,,,,,-0.000269891,0.00114102,0.00114102,0.000127628,0.000127628,
,,1.667,1.381,0.186,,51.8,,,,,,-0.000411555,0.000623417,0.000623417,0.000419888,0.000419888,
,,1.669,1.382,0.185,,66.9,,,,,,0.000490991,0.00062111,0.00062111,0.000355731,0.000355731,
,,1.67,1.382,0.185,,82,,,,,,-0.00123265,0.00120689,0.00120689,0.000635032,0.000635032,
,,1.672,1.381,0.186,,97.1,,,,,,-0.00222017,0.00207,0.00207,0.000767539,0.000767539,
,,1.672,1.381,0.185,,112.1,,,,,,-0.0032127,0.00661964,0.00661964,0.000187331,0.000187331,
,,1.674,1.381,0.186,,157.4,,,,,,0.00258347,0.00521767,0.00521767,0.000224435,0.000224435,
,,1.675,1.381,0.186,,172.5,,,,,,-0.00128081,0.0011604,0.0011604,0.00127742,0.00127742,
,,1.672,1.381,0.185,,247.9,,,,,,-0.00143908,0.00133481,0.00133481,0.000373645,0.000373645,
,,1.67,1.382,0.185,,278,,,,,,-0.000340991,0.000687387,0.000687387,0.000583359,0.000583359,
,,1.669,1.382,0.185,,293.1,,,,,,0.000775998,0.000724501,0.000724501,0.000512544,0.000512544,
,,1.664,1.379,0.186,,323.2,,,,,,-0.000508205,0.00105779,0.00105779,0.000357886,0.000357886,
,,1.661,1.376,0.186,,338.1,,,,,,0.00178104,0.00117231,0.00117231,0.000603613,0.000603613,
,,1.659,1.372,0.186,,352.7,,,,,,0.00164913,0.00127967,0.00127967,0.00711867,0.00711867,
,,1.681,0.11,0.213,,7.4,,,,,,0.0332173,0.0656786,0.0656786,0.0271882,0.0271882,
,,1.681,0.11,0.213,,22.3,,,,,,0.104125,0.0655384,0.0655384,0.0250928,0.0250928,
,,1.682,0.11,0.214,,37.2,,,,,,0.319114,0.0570919,0.0570919,0.0225781,0.0225781,
,,1.682,0.109,0.214,,52.2,,,,,,0.331297,0.0506777,0.0506777,0.0282951,0.0282951,
,,1.683,0.109,0.214,,67.2,,,,,,0.247435,0.0534097,0.0534097,0.0409395,0.0409395,
,,1.684,0.109,0.214,,82.2,,,,,,0.236833,0.0512587,0.0512587,0.0254224,0.0254224,
,,1.684,0.109,0.214,,97.2,,,,,,0.100985,0.0419726,0.0419726,0.0225547,0.0225547,
,,1.685,0.109,0.214,,112.2,,,,,,0.0834026,0.0296117,0.0296117,0.0214936,0.0214936,
,,1.685,0.109,0.214,,127.3,,,,,,0.126921,0.0376391,0.0376391,0.0369815,0.0369815,
,,1.686,0.108,0.214,,142.3,,,,,,0.0302031,0.0265527,0.0265527,0.0251321,0.0251321,
,,1.686,0.108,0.214,,157.4,,,,,,0.0398267,0.0248508,0.0248508,0.00773579,0.00773579,
,,1.686,0.108,0.214,,172.5,,,,,,0.0409562,0.0273568,0.0273568,0.0189962,0.0189962,
,,1.686,0.108,0.214,,187.5,,,,,,-0.0432196,0.0274114,0.0274114,0.0867889,0.0867889,
,,1.686,0.108,0.214,,202.6,,,,,,-0.0937431,0.0341758,0.0341758,0.0130715,0.0130715,
,,1.686,0.108,0.214,,217.7,,,,,,-0.0307649,0.0254919,0.0254919,0.0174064,0.0174064,
,,1.685,0.109,0.214,,247.8,,,,,,-0.188466,0.042348,0.042348,0.0341528,0.0341528,
,,1.684,0.109,0.214,,262.8,,,,,,-0.106717,0.0342029,0.0342029,0.00921398,0.00921398,
,,1.684,0.109,0.214,,277.8,,,,,,-0.117272,0.0460893,0.0460893,0.0228084,0.0228084,
,,1.683,0.109,0.214,,292.8,,,,,,-0.183164,0.0521599,0.0521599,0.0458744,0.0458744,
,,1.682,0.109,0.214,,307.8,,,,,,-0.125653,0.0495118,0.0495118,0.049714,0.049714,
,,1.682,0.11,0.214,,322.8,,,,,,-0.133949,0.0519331,0.0519331,0.0177469,0.0177469,
,,1.681,0.11,0.213,,337.7,,,,,,-0.183651,0.0581937,0.0581937,0.0150151,0.0150151,
,,1.681,0.11,0.213,,352.6,,,,,,0.0204983,0.0689667,0.0689667,0.0199491,0.0199491,
,,1.68,0.154,0.214,,7.4,,,,,,-0.0146002,0.0677032,0.0677032,0.0169033,0.0169033,
,,1.682,0.155,0.214,,22.2,,,,,,0.259157,0.0433313,0.0433313,0.0214149,0.0214149,
,,1.683,0.154,0.214,,37.1,,,,,,0.26643,0.0314646,0.0314646,0.0208497,0.0208497,
,,1.683,0.154,0.214,,52,,,,,,0.161375,0.0298078,0.0298078,0.0183873,0.0183873,
,,1.684,0.153,0.214,,67.1,,,,,,0.172775,0.0378539,0.0378539,0.0383534,0.0383534,
,,1.685,0.153,0.214,,82.1,,,,,,0.0895107,0.0304071,0.0304071,0.0253976,0.0253976,
,,1.685,0.153,0.214,,97.2,,,,,,0.103081,0.0218436,0.0218436,0.00626678,0.00626678,
,,1.686,0.153,0.214,,112.2,,,,,,0.0492906,0.0203562,0.0203562,0.00808573,0.00808573,
,,1.686,0.153,0.214,,127.3,,,,,,0.0498681,0.016068,0.016068,0.0152986,0.0152986,
,,1.686,0.153,0.214,,142.3,,,,,,0.0583077,0.0224251,0.0224251,0.0138112,0.0138112,
,,1.687,0.153,0.214,,157.4,,,,,,-0.0049234,0.0158529,0.0158529,0.00519866,0.00519866,
,,1.687,0.153,0.214,,172.5,,,,,,0.0222705,0.0176786,0.0176786,0.00917998,0.00917998,
,,1.687,0.153,0.214,,187.5,,,,,,-0.0658245,0.0182612,0.0182612,0.0118204,0.0118204,
,,1.687,0.153,0.214,,202.6,,,,,,-0.00516176,0.010847,0.010847,0.00636937,0.00636937,
,,1.686,0.153,0.214,,217.7,,,,,,-0.0527523,0.0160315,0.0160315,0.00473946,0.00473946,
,,1.686,0.153,0.214,,232.7,,,,,,-0.0299381,0.0174778,0.0174778,0.0136357,0.0136357,
,,1.686,0.153,0.214,,247.8,,,,,,-0.122963,0.0275041,0.0275041,0.0195869,0.0195869,
,,1.685,0.153,0.214,,262.8,,,,,,-0.0716397,0.0205783,0.0205783,0.0140775,0.0140775,
,,1.685,0.153,0.214,,277.9,,,,,,-0.0870942,0.0218422,0.0218422,0.0123108,0.0123108,
,,1.684,0.153,0.214,,292.9,,,,,,-0.19181,0.0428925,0.0428925,0.0182652,0.0182652,
,,1.683,0.154,0.214,,308,,,,,,-0.192207,0.0348511,0.0348511,0.0284265,0.0284265,
,,1.683,0.154,0.214,,322.9,,,,,,-0.0657583,0.0341218,0.0341218,0.0443054,0.0443054,
,,1.682,0.155,0.214,,337.8,,,,,,-0.184507,0.0385416,0.0385416,0.0279493,0.0279493,
,,1.68,0.154,0.214,,352.6,,,,,,-0.0889894,0.0624527,0.0624527,0.0389942,0.0389942,
,,1.679,0.204,0.214,,22.4,,,,,,0.244522,0.0605152,0.0605152,0.0268728,0.0268728,
,,1.683,0.204,0.214,,36.9,,,,,,0.149533,0.0284077,0.0284077,0.0104494,0.0104494,
,,1.684,0.204,0.214,,51.9,,,,,,0.0763245,0.0231741,0.0231741,0.0114908,0.0114908,
,,1.684,0.203,0.214,,67,,,,,,0.0875196,0.0240995,0.0240995,0.00973509,0.00973509,
,,1.685,0.203,0.214,,82.1,,,,,,0.0941279,0.0236857,0.0236857,0.00781692,0.00781692,
,,1.685,0.203,0.214,,97.1,,,,,,0.0666361,0.0184222,0.0184222,0.00501635,0.00501635,
,,1.686,0.203,0.214,,112.2,,,,,,0.0624157,0.0146563,0.0146563,0.0050958,0.0050958,
,,1.686,0.203,0.214,,127.2,,,,,,0.0420501,0.0173919,0.0173919,0.00627499,0.00627499,
,,1.687,0.203,0.214,,142.3,,,,,,-0.0088296,0.0229175,0.0229175,0.00333359,0.00333359,
,,1.687,0.203,0.214,,157.4,,,,,,0.0135364,0.00848186,0.00848186,0.00307828,0.00307828,
,,1.687,0.203,0.214,,172.5,,,,,,0.00874294,0.0102677,0.0102677,0.00362498,0.00362498,
,,1.687,0.203,0.214,,187.5,,,,,,-0.0254092,0.0139084,0.0139084,0.0128154,0.0128154,
,,1.687,0.203,0.214,,202.6,,,,,,0.0398531,0.0168245,0.0168245,0.00921787,0.00921787,
,,1.687,0.203,0.214,,217.7,,,,,,-0.0316979,0.0120436,0.0120436,0.00496226,0.00496226,
,,1.686,0.203,0.214,,232.8,,,,,,-0.0365513,0.0201548,0.0201548,0.00975765,0.00975765,
,,1.686,0.203,0.214,,247.8,,,,,,-0.082195,0.0168172,0.0168172,0.0079166,0.0079166,
,,1.685,0.203,0.214,,262.9,,,,,,-0.0368541,0.015027,0.015027,0.00781729,0.00781729,
,,1.685,0.203,0.214,,277.9,,,,,,-0.0839651,0.0148518,0.0148518,0.00822106,0.00822106,
,,1.684,0.203,0.214,,293,,,,,,-0.111825,0.0266209,0.0266209,0.0113795,0.0113795,
,,1.684,0.204,0.214,,308.1,,,,,,-0.148041,0.0297112,0.0297112,0.0112011,0.0112011,
,,1.683,0.204,0.214,,323.1,,,,,,-0.101782,0.0305539,0.0305539,0.0123763,0.0123763,
,,1.679,0.204,0.214,,337.6,,,,,,-0.249702,0.0485971,0.0485971,0.0318689,0.0318689,
,,1.683,0.263,0.214,,36.8,,,,,,0.173205,0.0268784,0.0268784,0.0178807,0.0178807,
,,1.684,0.263,0.214,,51.8,,,,,,0.142534,0.0170729,0.0170729,0.00946441,0.00946441,
,,1.684,0.262,0.214,,66.9,,,,,,0.0965663,0.0173129,0.0173129,0.0103883,0.0103883,
,,1.685,0.262,0.214,,82,,,,,,0.0592372,0.015017,0.015017,0.0093598,0.0093598,
,,1.686,0.262,0.214,,97.1,,,,,,0.0695461,0.0108329,0.0108329,0.00629176,0.00629176,
